1.1499,1.4848,-0.23453,-0.43298,-0.11872,-0.3633,-0.57919,-0.14199,1.2081,0.88709,-0.19547,-0.16308,-1.2836,1.3653,-1.4113,1.4051,-1.3564,1.2793,-1.1847,1.0788,-0.96644,0.8511,-0.73617,0.62419,1.0763,1.4109,1.4802,1.475,1.416,1.3207,1.2034,1.0739,0.93952,0.80556,0.67629,0.55461,-1.1446,-0.71674,-0.44038,-0.28927,-0.19901,-0.14235,-0.10989,-0.094342,-0.091417,-0.097429,-0.10954,-0.12537,1.6786,1.0529,0.4345,0.14084,0.022183,-0.015706,-0.027351,-0.036801,-0.051064,-0.070359,-0.092817,-0.11613,1.1402,0.9104,0.68409,-0.0070236
-0.61041,-0.46099,-0.50735,-0.65394,-0.58277,-0.36441,-0.61416,0.088065,-0.64261,-0.40388,-0.54107,-0.53496,0.42393,-0.72451,0.82648,-0.82113,0.79068,-0.75448,0.71565,-0.67695,0.63876,-0.60166,0.56577,-0.53129,0.11763,-0.183,-0.42889,-0.53291,-0.56577,-0.56633,-0.5524,-0.53146,-0.5072,-0.48157,-0.45566,-0.43016,0.24926,0.010709,-0.36041,-0.47388,-0.50174,-0.49909,-0.48555,-0.4671,-0.44703,-0.42674,-0.40714,-0.38865,1.3528,1.6692,1.2545,0.84095,0.52439,0.29928,0.14303,0.034178,-0.04268,-0.097706,-0.13755,-0.16645,-0.39947,-0.35628,-0.21972,-0.34836
-0.38303,0.27476,-0.11652,0.70474,-0.42115,-0.28771,0.0023257,0.43739,-0.43066,-0.106,0.24441,0.87605,-0.36918,0.18318,-0.049774,0.0015722,0.044085,-0.085881,0.12455,-0.15933,0.18986,-0.21594,0.23741,-0.25434,1.0905,1.0596,0.73521,0.49815,0.33043,0.20189,0.099432,0.016768,-0.050054,-0.1036,-0.14589,-0.17856,1.5332,1.1702,0.95765,0.68941,0.48707,0.31758,0.17846,0.063722,-0.029773,-0.10515,-0.16495,-0.2114,0.96115,1.4863,1.2322,0.91753,0.64285,0.42249,0.25042,0.11619,0.011485,-0.069821,-0.13212,-0.1787,0.94123,1.088,-0.16517,0.47988
1.2878,0.35625,-0.28482,-0.56029,-0.136,-0.41647,-0.65164,-0.15344,1.2418,0.28973,-0.15355,-0.33821,-1.4685,1.7648,-2.0406,2.2481,-2.4153,2.5506,-2.6568,2.7352,-2.7871,2.813,-2.8142,2.7921,0.5437,1.1677,1.5577,1.8506,2.0753,2.2435,2.3651,2.4472,2.4951,2.5128,2.5041,2.4727,0.2435,0.92085,1.1734,1.4125,1.6408,1.8458,2.0198,2.1618,2.2712,2.3482,2.3933,2.4075,0.65505,0.61485,0.86387,1.2352,1.562,1.8098,1.9886,2.1117,2.1885,2.2248,2.225,2.1925,1.0898,1.0724,0.23881,0.23812
0.75501,0.048886,-0.5441,-0.87916,-0.28751,-0.5938,-0.92601,-1.1053,0.85921,-0.0049552,-0.5744,-0.89144,-0.86933,0.80846,-0.71623,0.61136,-0.50502,0.40511,-0.31521,0.23457,-0.16266,0.098781,-0.042404,-0.0069214,1.014,1.425,1.3899,1.2471,1.0736,0.89822,0.73302,0.58287,0.4491,0.33178,0.23033,0.14371,-1.1911,-0.4606,-0.12986,0.0010019,0.041457,0.039658,0.013891,-0.023622,-0.065932,-0.10842,-0.1483,-0.18384,-0.2773,0.078684,0.21687,0.25709,0.23867,0.18836,0.12485,0.058599,-0.0046206,-0.061697,-0.11096,-0.15176,0.36352,0.39571,0.75659,-0.15292
-0.53089,-0.64068,-0.61512,-0.73671,-0.60375,-0.51943,-0.63665,-0.085551,-0.66736,-0.86499,-0.61495,-0.52428,0.48708,-0.85823,0.9231,-0.8973,0.86279,-0.82436,0.78365,-0.74301,0.70272,-0.66319,0.62451,-0.58689,-0.20495,-0.38421,-0.65913,-0.76672,-0.78724,-0.77196,-0.74115,-0.7033,-0.66263,-0.62134,-0.58069,-0.54144,-0.57059,-0.44974,-0.68868,-0.81513,-0.85527,-0.85581,-0.83755,-0.80778,-0.77154,-0.73184,-0.69072,-0.64949,0.16488,0.35655,0.0075466,-0.3081,-0.50859,-0.61222,-0.65421,-0.66078,-0.64734,-0.62262,-0.59164,-0.55735,0.29924,0.38202,-0.41748,-0.56908
-0.41048,0.11365,-0.2616,-0.53427,1.3228,0.97397,2.2489,1.7274,-0.39084,-0.04702,0.092726,-0.12954,-0.83023,0.8007,-0.77429,0.74798,-0.72429,0.69344,-0.6573,0.61694,-0.5738,0.52854,-0.48206,0.43499,0.89721,1.1714,1.1359,1.0887,1.0357,0.97236,0.90133,0.82631,0.74983,0.67377,0.59954,0.52796,1.9466,1.7426,1.4097,1.283,1.1895,1.1103,1.0335,0.95745,0.88122,0.80522,0.72984,0.65558,0.88598,1.618,1.5886,1.485,1.3733,1.2578,1.1448,1.0368,0.93392,0.83575,0.74221,0.65307,0.97814,1.1098,-0.029048,0.47547
1.0193,-0.36385,2.6178,2.0627,-0.42754,-0.62039,0.52323,-0.43521,-0.21993,-0.99279,0.24192,0.17179,-0.50331,0.50969,-0.40831,0.3311,-0.24477,0.16794,-0.092878,0.025073,0.03597,-0.089002,0.13409,-0.17126,0.25066,0.32553,0.27768,0.21594,0.14547,0.07488,0.008413,-0.05152,-0.10349,-0.14702,-0.18221,-0.20951,2.073,1.2883,1.0764,0.7978,0.61539,0.44511,0.30744,0.18876,0.089864,0.0071011,-0.061281,-0.11719,0.60552,0.56431,0.46513,0.34524,0.22526,0.11615,0.02256,-0.055302,-0.11876,-0.1694,-0.20864,-0.23775,-0.59105,0.086806,-0.63179,1.2815
0.44275,0.1102,-0.47802,-0.86152,-0.34693,-0.58476,-0.8974,-1.028,0.63402,0.016992,-0.45098,-0.7804,-0.71551,0.70985,-0.66144,0.58071,-0.48993,0.39881,-0.31186,0.22969,-0.15334,0.083498,-0.020702,-0.03459,0.66753,0.88134,0.82271,0.70615,0.57284,0.44187,0.32122,0.21353,0.1196,0.039234,-0.028041,-0.08319,-0.19659,0.45298,0.60348,0.59005,0.50817,0.4035,0.29256,0.18508,0.085762,-0.0026707,-0.078913,-0.14268,-0.0022415,0.23933,0.24932,0.20707,0.13328,0.050322,-0.029761,-0.10171,-0.16314,-0.21327,-0.25215,-0.28038,0.41546,0.35921,0.072273,-0.1726
1.1344,0.54921,-0.25394,-0.59043,-0.17779,-0.52558,-0.77516,-0.65551,1.1629,0.29887,-0.13902,-0.48875,-1.1831,1.2211,-1.2332,1.2044,-1.1538,1.0922,-1.024,0.95098,-0.87494,0.79707,-0.71867,0.64085,0.42308,0.99977,1.1948,1.2543,1.2441,1.194,1.1213,1.0357,0.94358,0.84881,0.75445,0.66276,-0.7669,0.07211,0.4665,0.66122,0.7538,0.78755,0.78265,0.75331,0.70787,0.6526,0.59177,0.52831,0.054236,0.33981,0.5373,0.683,0.76792,0.79868,0.79077,0.7572,0.70724,0.64732,0.58204,0.51437,1.0178,1.061,0.23552,-0.2101
