0.59219,1.1499,1.4848,-0.23453,-0.43298,1.2081,0.88709,-0.19547,-0.16308,1.1402,0.9104,0.68409,-0.0070236
-0.079777,-0.61041,-0.46099,-0.50735,-0.65394,-0.64261,-0.40388,-0.54107,-0.53496,-0.39947,-0.35628,-0.21972,-0.34836
0.49326,-0.38303,0.27476,-0.11652,0.70474,-0.43066,-0.106,0.24441,0.87605,0.94123,1.088,-0.16517,0.47988
0.19243,1.2878,0.35625,-0.28482,-0.56029,1.2418,0.28973,-0.15355,-0.33821,1.0898,1.0724,0.23881,0.23812
2.4348,0.75501,0.048886,-0.5441,-0.87916,0.85921,-0.0049552,-0.5744,-0.89144,0.36352,0.39571,0.75659,-0.15292
0.37598,-0.53089,-0.64068,-0.61512,-0.73671,-0.66736,-0.86499,-0.61495,-0.52428,0.29924,0.38202,-0.41748,-0.56908
-0.022285,-0.41048,0.11365,-0.2616,-0.53427,-0.39084,-0.04702,0.092726,-0.12954,0.97814,1.1098,-0.029048,0.47547
-0.46654,1.0193,-0.36385,2.6178,2.0627,-0.21993,-0.99279,0.24192,0.17179,-0.59105,0.086806,-0.63179,1.2815
1.3252,0.44275,0.1102,-0.47802,-0.86152,0.63402,0.016992,-0.45098,-0.7804,0.41546,0.35921,0.072273,-0.1726
0.46563,1.1344,0.54921,-0.25394,-0.59043,1.1629,0.29887,-0.13902,-0.48875,1.0178,1.061,0.23552,-0.2101
2.0664,-0.69359,-0.65157,-0.44865,-0.62542,-0.76378,-0.69651,-0.38055,-0.42441,0.56995,0.29134,0.46419,0.50533
2.7001,-0.49933,-0.59954,-0.40203,-0.58705,-0.67919,-0.68279,-0.39653,-0.39585,0.98984,1.2395,0.59603,1.3889
0.10527,-0.90254,0.34563,-0.41025,0.30163,-0.66889,0.70031,0.053219,1.4039,0.23685,0.19164,-0.70379,-0.26184
3.7575,-0.54535,-0.49284,-0.21568,-0.051928,-0.65793,-0.73948,-0.36369,-0.13054,0.72786,0.6559,0.27731,-0.088457
0.42845,-0.84284,-0.71766,-0.59256,-0.77169,-0.78633,-0.56391,-0.50341,-0.47857,1.1258,1.2321,-0.39464,-0.36991
-0.41637,0.4443,-0.31076,-0.4533,-0.55574,0.14824,-0.13161,-0.48221,-0.40106,0.033924,0.17709,-0.18502,-0.012622
0.42765,-0.31556,-0.672,-0.56741,-0.77008,-0.33681,-0.62015,-0.68633,-0.75332,1.5858,1.6794,0.093316,-0.33869
1.0863,-0.96861,-0.96052,-0.7492,-0.82021,-1.0954,-1.0076,-0.73058,-0.44901,0.26962,0.31532,-0.1187,0.73911
2.9492,0.49973,0.12055,-0.3024,-0.90915,0.64695,0.066143,0.034108,-0.69668,1.5345,2.0157,0.14986,0.41456
1.1788,0.86244,-0.21388,-0.3642,-0.74053,0.74172,-0.20636,-0.24124,-0.62837,1.9063,2.3573,0.58486,1.2431
-0.47601,-1.228,-0.52257,-0.54871,-0.71363,-0.81359,0.34231,-0.36907,-0.024214,-0.44656,-0.65857,0.11326,-0.62422
1.2578,0.19633,0.0956,-0.5981,-1.0378,0.39144,0.0032749,-0.56861,-1.0989,0.45291,0.58048,-0.444,-0.49953
0.17077,-0.66731,-0.37898,-0.61136,-0.25436,-0.50742,-0.25026,-0.51987,-0.25922,0.6237,0.81701,0.134,1.0328
-1.0405,-0.0072631,-0.3235,-0.27067,-0.61189,0.017145,-0.19905,-0.050848,-0.52875,-0.53812,-0.67391,2.866,1.7212
-0.01669,0.42767,-0.22822,-0.27547,-0.37329,0.29024,-0.22008,-0.22204,-0.32579,0.90071,0.92138,0.2082,0.00010179
0.92284,-0.51231,-0.95123,-0.56332,-0.75126,-0.75509,-1.0234,-0.62201,-0.46714,-0.83152,-0.90218,-0.70868,-0.92111
-0.31917,0.93792,1.8023,-0.11323,-0.27333,1.756,1.2147,0.425,-0.3797,0.49478,0.49137,-0.59778,-0.65425
0.20496,0.12489,0.043046,-0.20356,-0.78301,0.26641,0.11689,0.10108,-0.68972,0.57985,0.62578,-0.38796,-0.006854
-0.95879,-0.44491,-0.71713,-0.63645,-0.046047,-0.60935,-0.43863,-0.6343,-0.075139,-1.483,-1.3551,-0.81837,-0.75502
0.11424,1.7464,-0.27812,3.1645,1.1972,0.90846,-0.14464,3.957,2.6719,-1.1913,-0.98842,-0.69701,0.42712
-1.0469,-1.1761,-0.86895,-0.62616,-0.50428,-1.1702,-0.83802,-0.79658,-0.5762,-0.95954,-1.0332,-1.2846,-1.5022
-0.43389,-0.38327,-0.92867,-0.51332,-0.72112,-0.4834,-0.61923,-0.33053,-0.3007,-1.8989,-1.6553,-0.67736,-1.6211
-0.37513,-0.51075,-1.0327,-0.62329,-0.89063,-0.54485,-0.51682,-0.73563,-0.5762,-1.6676,-1.5393,-1.1053,-1.8328
-0.63254,-0.80086,-0.94911,-0.62104,-0.76096,-0.89126,-0.93335,-0.92064,-0.93466,0.39035,0.22021,-0.38955,-0.50462
-1.1571,0.40442,-0.86974,-0.52714,-0.48605,0.021984,-0.69765,-0.58564,-0.12532,-1.3498,-1.2811,-0.67916,-1.2543
-0.058237,-0.94965,-0.72535,-0.541,-0.72303,-0.83895,-0.62015,-0.66152,-0.67631,1.2032,1.2605,2.1943,1.4481
-0.23773,-1.385,-1.0011,-0.74441,-0.88225,-1.2882,-0.774,-0.7003,-0.23835,0.20138,0.081202,-0.55171,-0.27219
-1.1714,-0.40768,-0.67015,-0.58899,-0.60248,-0.38147,-0.21939,-0.57126,-0.27536,-1.5113,-1.6035,-0.86883,-1.7909
-0.23228,-0.17144,-0.81772,-0.56248,-0.86872,-0.1428,-0.23791,-0.28307,-0.077375,-1.7458,-1.3855,-0.65851,-1.3474
1.2345,0.61858,-0.07082,-0.40292,-0.65467,0.66814,-0.13321,-0.33061,-0.44777,1.4049,1.4843,0.19095,0.033863
-0.72208,-0.51176,-0.93928,-0.022572,-0.027965,-0.7315,-0.86819,-0.34097,0.32606,-0.90768,-0.91752,-0.99768,-0.89516
-0.56635,-0.31789,-0.67174,-0.28209,-0.32463,-0.39641,-0.766,-0.33808,-0.42566,-0.39191,-0.53942,-0.044206,-0.70497
-1.1969,0.99925,0.51868,-0.32068,-0.53912,0.94412,0.48542,-0.087786,-0.2704,-1.8442,-1.6039,-1.3532,-1.5252
-0.73112,-0.84027,-0.66882,-0.68152,-0.95252,-0.69842,-0.52367,-0.65172,-0.76673,-1.0234,-1.0384,-0.79254,-1.0107
-0.68796,-1.0442,-1.0752,-0.76067,-0.90944,-1.098,-0.80144,-0.75723,-0.50614,-1.3684,-1.4992,-0.97395,-1.5536
-0.27241,-0.78034,-0.25529,-0.642,-0.92135,-0.51526,-0.22099,-0.75097,-0.77046,-0.63445,-0.83447,-0.65871,-0.96556
-1.0023,-0.28657,-0.88408,-0.70733,-0.67628,-0.49045,-0.92695,-0.71757,-0.33647,-1.4214,-1.4504,-0.88978,-1.2596
-0.63078,-0.91202,-1.1394,-0.67988,-0.78845,-1.0198,-0.91894,-0.86748,-0.53968,-0.98294,-1.0269,-0.6622,-1.1325
0.26207,-0.29776,-0.85143,-0.66225,-0.93473,-0.53155,-0.81104,-0.82822,-0.84921,1.3265,1.6138,0.059908,-0.050794
-0.8683,-0.77863,-0.72403,-0.70629,0.15565,-0.88116,-0.67067,-0.72608,-0.42193,-0.95828,-0.97799,-0.97554,-0.50173
0.15506,0.08392,-1.0439,-0.2233,0.083617,-0.28235,-1.0449,-0.49675,0.1862,-0.88526,-1.0042,2.1538,1.2957
0.67057,-0.33134,-0.66404,-0.51981,-0.60263,-0.38931,-0.62175,-0.76117,-0.78636,1.1537,1.1407,0.065692,-0.30086
-0.66531,-0.90852,-1.1107,-0.69619,-1.0435,-1.003,-0.99827,-0.72536,-0.64327,-1.207,-1.1298,-1.1219,-1.3278
-0.74454,-0.54309,-0.75853,-0.39625,-0.54162,-0.57676,-0.65055,-0.38963,-0.38417,-0.020453,0.035282,-0.36791,-0.38026
0.6626,-0.93169,-1.0253,-0.54504,-0.61601,-1.0165,-1.0698,-0.76149,-0.48875,-0.20834,-0.33908,-0.58272,-0.61709
-0.6614,0.057257,-0.098159,-0.37877,-0.80301,0.24521,-0.085655,-0.40031,-0.20109,1.2239,1.1114,-0.18831,-0.28661
-0.90084,-0.98781,-0.58017,-0.24008,-0.33875,-0.93059,-0.54425,-0.20454,-0.32679,-1.0517,-1.1712,-0.25572,-0.84426
0.11539,0.59433,-0.61547,-0.48127,-0.4712,0.26304,-0.62381,-0.71564,-0.30393,0.63423,0.81351,0.41154,0.038613
-0.87428,-0.57543,-0.67466,-0.16671,0.14007,-0.30404,0.19371,-0.18728,0.31339,-1.4397,-1.4476,-0.14762,-1.2591
0.061346,-0.14633,-0.41932,-0.31682,-0.31508,-0.22605,-0.32067,-0.18463,-0.10097,-0.71601,-0.95542,0.26724,-0.80388
-0.70287,0.80002,0.1516,1.6532,2.1506,-0.058081,-0.63227,-0.4248,-0.4587,-0.36121,-0.082864,-0.39055,1.4934
0.27184,-1.0405,-0.98228,-0.77881,-0.73773,-1.0788,-1.0625,-0.75049,-0.33026,-0.17431,-0.35099,-0.48788,-0.593
-0.32515,-0.79449,-0.97007,-0.48742,0.68636,-1.0268,-1.3007,-0.77651,-0.28381,-0.57305,-0.57382,-0.29412,0.84514
-1.1622,1.3732,0.98636,2.9559,2.702,0.35536,0.58921,0.78048,1.6524,-1.1463,-1.0343,-0.65802,0.74912
-0.59567,-0.9554,-1.1338,-0.65145,-0.45415,-1.1707,-1.2856,-0.92514,-0.63681,-0.84376,-0.96133,-0.91152,-0.71091
-1.1398,-0.031594,-0.70093,-0.56497,-0.67746,-0.20461,-0.55294,-0.69131,-0.70016,-1.3403,-1.2399,-1.1738,-1.5269
0.14873,-0.59432,-0.80949,-0.50979,-0.64203,-0.63226,-0.83184,-0.63173,-0.45572,0.35379,0.20838,-0.49108,-0.65493
-0.63005,-0.954,-1.18,-0.57855,-0.68878,-1.1486,-1.1953,-0.8389,-0.52155,-1.1106,-1.2801,-0.4102,-1.2731
-0.52285,-0.40861,-0.50664,-0.42793,-0.42725,-0.42992,-0.50653,-0.60868,-0.41771,0.73137,0.62103,0.09162,-0.39689
0.6143,0.52833,0.081533,2.2752,2.0562,-0.29123,-0.44732,0.87491,0.54466,-0.32016,-0.1182,-0.51152,0.73436
-1.1635,0.63429,0.07994,0.77657,2.1647,0.097088,-0.57145,-0.29383,0.064223,-1.7192,-1.4666,-1.0624,1.3607
-0.83196,-0.69071,-1.0332,-0.41171,-0.26186,-0.87172,-0.98113,-0.65614,-0.21202,-1.1221,-1.2744,3.2684,2.2482
-0.69325,-0.1227,-0.56318,-0.4409,-0.72053,-0.0522,-0.27997,-0.15781,-0.62514,-0.39686,-0.27121,-0.69232,-0.85478
-0.43297,0.90955,-0.68872,-0.32237,-0.87548,0.49013,-0.89563,-0.22638,-0.72699,-0.22869,0.066881,-0.6982,-0.60234
-0.40208,1.2384,0.095069,2.6931,0.71871,0.44602,-0.23494,0.36863,-0.086567,-0.1582,-0.20763,-0.17973,-0.6668
-1.0579,0.14113,-0.66032,0.048159,0.54567,-0.19475,-0.42606,-0.54549,-0.28928,-1.6267,-1.5235,2.2534,1.4121
-0.55922,0.13111,-0.22742,-0.48244,-0.79566,0.30678,-0.08817,-0.36024,-0.69196,0.28807,0.20565,-0.20287,-0.4717
-0.36946,-0.32831,-0.51806,-0.5081,-0.18321,-0.29056,-0.47155,-0.35237,-0.68898,0.6535,0.60383,-0.30858,-0.020765
-0.63787,-0.60784,-0.5101,-0.43206,-0.57205,-0.49339,-0.58426,-0.53465,-0.7563,-0.75274,-0.72169,-0.47462,-1.0487
-1.032,-0.078235,-0.5308,-0.59608,-0.53868,-0.15512,-0.48252,-0.41227,-0.16979,-1.0594,-1.0493,-0.84071,-1.0567
-0.25168,-0.94716,-1.0707,-0.4682,-0.41784,-1.0794,-1.0316,-0.7146,-0.23984,-0.37435,-0.47155,-0.38726,-0.67664
-0.46248,-1.0972,-0.53929,-0.38224,-0.34139,-0.47801,0.69231,0.33876,1.1093,-1.3625,-1.506,0.037868,-1.0787
0.17369,-0.056392,-0.032865,-0.38253,-0.6485,0.27658,0.043739,-0.18736,-0.62265,1.1645,1.2504,0.63064,0.39268
-1.0177,0.32024,-0.6014,-0.36641,-0.29553,-0.03419,-0.70291,-0.60266,-0.57868,-1.1522,-1.1603,-0.41728,-0.43268
