0.59219,-0.30554,-0.30554,-0.23386,-0.016822,-0.44962,1.0657,0.23135,0.019903,-0.1285,0.49205,0.34472,0.40857,0.60126,2.2935,0.86646,0.37303,0.40277,0.60699,1.0224,-0.10939,0.69437,-0.11571,-0.19137,1.0051,0.47207,0.47207,0.77035,0.55478,0.18898,0.32447,1.0225,1.018,0.098078,0.57926,0.052731,-0.431,-0.11715,4.0462,0.8842,0.42793,0.81964,1.0993,2.67,-0.10375,1.2032,0.1822,-0.18584,1.7893,-0.37236,-0.37236,-0.31462,-0.38057,0.12391,1.17,0.36585,0.78033,-0.45724,-0.071619,-0.6422,-0.55481,-0.31502,1.6517,-0.18417,-0.46968,-0.042089,-0.35509,1.7468,-0.58956,0.81225,-0.59996,-0.49439,0.71206,-0.3983,-0.3983,-0.43923,-0.49758,-0.40855,0.91804,0.13898,0.82807,-0.65715,0.6398,-0.0319,-0.81421,-0.22889,2.101,-0.02882,-0.57255,-0.56309,-0.026885,3.1581,-0.20663,0.98637,0.19803,0.22709,0.24818,1.1499,1.4848,-0.23453,-0.43298,1.2081,0.88709,-0.19547,-0.16308,1.1402,0.9104,0.68409,-0.0070236
-0.079777,-0.60626,-0.60626,0.14437,-0.64262,-0.53708,0.33961,-0.87308,-0.17301,0.76194,0.45402,0.29937,0.59817,0.65476,0.46866,0.08995,-0.086093,0.8255,0.70119,0.17432,0.3629,0.56356,0.44097,-0.064571,-0.54881,0.46094,0.46094,0.94321,0.76534,0.19652,1.4692,0.52837,-0.021905,1.024,0.79702,0.55423,0.65033,1.2592,1.0918,-0.21634,-0.04437,1.422,0.024508,-0.1518,0.51145,0.48956,0.11682,-0.45782,0.26128,-0.85634,-0.85634,-0.62299,-0.32691,0.37213,0.10658,-0.51545,-0.76289,0.64194,0.32506,-0.48196,0.1363,0.41961,-0.056673,-0.26626,-0.73902,1.0475,2.8442,2.1602,2.7,2.1364,2.305,2.5953,-0.3096,-0.57163,-0.57163,-1.0223,-0.81614,-0.15897,-0.63378,0.10798,-0.11688,0.12379,0.56665,-0.19767,0.33178,0.25326,-0.70449,-0.31252,-0.88316,1.3145,1.0412,0.56527,2.7062,0.67747,1.1625,0.25671,0.36465,-0.61041,-0.46099,-0.50735,-0.65394,-0.64261,-0.40388,-0.54107,-0.53496,-0.39947,-0.35628,-0.21972,-0.34836
0.49326,-1.2251,-1.2251,0.72956,-0.26104,-0.35602,0.4314,-0.06277,-0.0010031,0.32964,-0.059491,-0.45701,-0.043542,-0.70817,-0.85373,-0.69833,-0.67489,0.0083836,0.31047,-0.18674,-0.51296,-0.25705,-0.65147,-0.46958,-0.13535,0.2593,0.2593,0.4237,0.7568,0.086895,0.80887,0.5523,0.93702,1.6089,0.87504,0.24597,2.3644,0.34854,-0.45752,0.35438,-0.26107,0.015347,0.22869,0.051203,-0.65996,-0.26366,-0.73007,-0.1521,1.8327,-0.45243,-0.45243,-0.14478,-0.39719,-0.68566,0.014255,-0.097757,-0.28418,0.066377,0.065104,-0.13105,0.59024,-0.57295,-0.88073,-0.46685,-0.65548,0.48029,2.0467,0.6623,-0.013277,0.54611,0.88883,1.521,0.72953,-0.48779,-0.48779,-0.29469,-0.81379,-0.10742,0.30266,-0.0040326,0.047535,-0.11011,0.70547,-1.0017,0.83357,0.047516,-0.53694,0.7454,0.045318,0.050761,1.0277,0.43171,-0.91476,-0.27033,-0.20872,0.38383,1.5499,-0.38303,0.27476,-0.11652,0.70474,-0.43066,-0.106,0.24441,0.87605,0.94123,1.088,-0.16517,0.47988
0.19243,0.24652,0.24652,-0.72342,-0.37933,-0.67672,-0.91479,-1.0362,0.014202,-0.63829,-0.73162,0.067596,-0.11881,-0.38519,-0.090145,0.017672,-0.21587,-0.05988,0.032927,0.24674,-0.071544,0.25586,0.60753,0.54337,-0.34577,0.31899,0.31899,0.48771,0.98475,0.77513,0.6594,0.35973,0.86547,0.46643,-0.95002,0.45357,-0.83637,-0.040305,0.097162,0.49187,-0.18522,-0.014572,0.12128,0.50152,-0.022937,0.22693,0.77615,0.11524,0.54031,-0.64896,-0.64896,-0.4099,-0.67502,-0.64954,-0.75347,-0.95831,-0.38968,-0.78409,-0.57147,0.095964,-0.06273,-0.38431,-0.72602,-0.42225,-0.60678,-0.48292,-0.41907,-0.14455,-0.30497,-0.086253,0.032984,0.12269,-0.38013,0.67848,0.67848,-0.55809,-0.96056,-0.60808,-0.39429,-0.81169,-0.79462,-0.40878,-1.0217,-0.00027046,-0.14899,-0.05723,-0.66628,-0.18387,-0.90544,-0.26878,-0.46553,0.2942,-0.26224,0.030274,0.085388,-0.30732,1.2969,1.2878,0.35625,-0.28482,-0.56029,1.2418,0.28973,-0.15355,-0.33821,1.0898,1.0724,0.23881,0.23812
2.4348,-0.39125,-0.39125,0.26712,0.054408,-0.56624,-0.5898,0.18419,0.34443,0.11348,0.041545,0.045558,1.3033,0.66729,0.042962,0.7687,1.353,1.3228,1.0373,1.5148,2.0491,1.2862,1.4409,1.6828,-0.32538,-0.12199,-0.12199,-0.019433,0.3433,0.50758,-1.019,-0.37871,1.1275,0.512,0.01334,-0.57144,1.861,-0.43709,-0.31813,0.55558,2.028,1.1545,0.73384,1.3193,2.4549,1.3893,1.2268,1.1445,-0.21446,0.13858,0.13858,-0.33106,0.051121,-0.71125,-0.46706,-0.67724,0.27648,-0.46843,-0.4065,0.47679,0.98956,-0.37613,-0.46621,-0.74682,0.2088,0.058661,-0.046473,-0.32909,0.47909,-0.21512,-0.39247,0.061376,-0.62343,-0.10294,-0.10294,0.27499,-0.28771,-0.33879,0.41208,-0.0050038,0.34388,0.037964,-0.30392,-0.46099,2.1292,0.35604,-1.1594,-0.82892,0.70831,0.19832,-0.87959,-0.27624,1.1949,0.022288,-0.35257,-0.032866,-0.40739,0.75501,0.048886,-0.5441,-0.87916,0.85921,-0.0049552,-0.5744,-0.89144,0.36352,0.39571,0.75659,-0.15292
0.37598,-0.057114,-0.057114,-1.1616,1.0351,0.77334,0.394,0.31782,0.2551,1.274,1.2902,0.26543,0.47151,1.2446,0.23004,0.86992,-0.080049,-0.76647,-0.61382,-1.1057,-1.1033,-1.3139,-1.3554,-1.1195,-0.42678,-0.29021,-0.29021,-0.38525,-0.85079,-1.2844,-0.86557,-0.88078,-0.79931,-1.0863,-0.13117,-0.7774,-0.29555,0.99749,0.040645,0.99485,0.25999,-0.10125,0.15055,-0.85282,-0.65636,-0.98695,-1.018,-0.19961,1.5404,0.44993,0.44993,0.24017,1.3001,1.7255,0.43642,0.38819,0.57716,1.4531,0.058417,-0.20431,-0.2019,1.6191,-0.0041171,0.53122,0.25716,-0.4205,0.050836,-0.83072,-0.695,-0.94642,-0.83454,-0.60469,-0.2749,0.27966,0.27966,0.10002,1.0138,1.4285,0.44869,0.87994,1.1961,1.1729,0.5652,-0.78757,0.13333,0.95079,0.08981,0.50156,0.68488,0.62142,1.033,-0.86327,-0.010689,-0.93897,-1.1216,-0.58374,0.060137,-0.53089,-0.64068,-0.61512,-0.73671,-0.66736,-0.86499,-0.61495,-0.52428,0.29924,0.38202,-0.41748,-0.56908
-0.022285,-0.30554,-0.30554,-0.10255,-0.48363,-0.333,0.29134,0.08986,1.7751,-0.052822,0.64885,0.076715,1.4381,0.49128,0.19759,0.38211,0.20841,-0.043325,-0.30523,0.083645,0.18591,-0.15308,-0.2181,-0.094326,-0.73674,0.4161,0.4161,0.57368,0.38084,0.60795,0.48631,0.21074,1.0858,-0.73582,0.27411,-1.5775,1.8778,0.29113,0.45583,0.37249,0.90072,0.36029,0.0022267,0.3118,0.74195,0.11981,0.15116,0.72463,0.86204,-0.13544,-0.13544,-0.44887,0.20143,-0.54006,0.020658,-0.23733,1.4543,-0.45761,1.3468,-0.42534,1.9594,0.67454,0.71079,0.43277,0.94016,0.67074,0.23042,0.79876,0.89161,0.7708,0.47677,0.30561,-0.1491,-0.36444,-0.36444,-0.37872,-0.1926,-0.55669,0.70331,0.4259,0.98947,0.61833,1.7127,0.36994,1.6531,0.32018,0.83839,-0.32494,1.1168,1.0688,0.7476,1.0737,1.4601,1.2088,1.3454,1.4523,1.506,-0.41048,0.11365,-0.2616,-0.53427,-0.39084,-0.04702,0.092726,-0.12954,0.97814,1.1098,-0.029048,0.47547
-0.46654,4.0383,4.0383,1.0578,2.5449,0.96668,2.8878,2.1618,2.6228,0.16333,0.67457,0.53976,2.4512,0.33376,0.43985,1.0376,0.65248,0.32896,0.3549,0.57039,0.11132,0.10727,0.17138,0.31875,-0.70912,-3.3302,-3.3302,-3.5496,-3.0604,-2.318,-2.6217,-2.3759,-1.7247,-1.3892,-1.4289,-1.5067,0.11344,-1.3183,-1.3982,0.7608,-0.03452,-0.30408,-0.087562,0.61488,0.25889,0.087408,-0.069421,0.14898,-0.46556,2.1034,2.1034,4.3055,0.63479,1.3604,1.603,1.4925,1.4978,-0.20987,0.57313,0.24818,2.3684,0.6887,0.33297,1.7519,0.71106,0.36503,0.13165,0.7769,0.12578,0.46055,0.5793,1.5378,0.12637,2.9854,2.9854,2.5777,2.33,2.3261,2.2681,2.684,1.9903,0.47182,0.47733,1.2563,2.5753,0.44741,0.87121,2.0082,0.61249,-0.26816,-0.48593,1.0571,0.59335,0.1188,0.32868,1.043,0.37728,1.0193,-0.36385,2.6178,2.0627,-0.21993,-0.99279,0.24192,0.17179,-0.59105,0.086806,-0.63179,1.2815
1.3252,-0.4174,-0.4174,-0.7748,-0.64135,-0.56777,-0.84408,-1.3113,-0.58591,0.16877,-0.37926,-0.46587,0.30079,1.5076,0.55977,0.084411,0.51051,1.1581,0.11077,0.59267,0.96314,1.355,0.54496,0.75037,-0.44717,0.70113,0.70113,0.74715,0.704,0.76143,0.42647,0.29449,-0.20324,0.67538,0.059565,0.3335,0.48032,3.3391,0.79773,0.12971,0.87659,1.8628,-0.055305,0.67821,1.0632,2.3385,0.65243,0.4869,-0.74523,-0.47614,-0.47614,-0.95185,-0.63014,-0.98116,-0.99902,-1.0953,-0.96007,-0.0090862,-0.36005,-0.32316,-0.048817,0.75368,-0.04169,-0.63355,-0.36074,0.73336,-0.52882,-0.16656,0.27064,1.1369,0.10114,0.75024,0.65014,-0.76101,-0.76101,-1.0654,-0.88245,-0.98502,-0.90342,-0.83783,-0.94396,-0.11326,0.75231,0.24629,-0.32274,1.1621,-0.79725,-1.098,-0.43668,1.5046,-1.2392,-0.55578,0.52311,2.4975,0.0079348,0.32181,-0.16766,0.44275,0.1102,-0.47802,-0.86152,0.63402,0.016992,-0.45098,-0.7804,0.41546,0.35921,0.072273,-0.1726
0.46563,-0.53508,-0.53508,-0.46365,-0.81052,-0.43888,0.092129,-0.48987,0.069794,0.9781,0.3117,0.11446,0.57378,1.5187,1.6616,1.246,0.72194,1.4898,1.371,1.3169,1.491,1.8522,1.5867,1.0613,-0.23774,0.71056,0.71056,0.66243,0.19378,0.0053623,0.68192,0.4629,0.26539,0.41428,-1.2268,-0.23994,0.92985,1.79,0.39532,-0.27402,1.1977,1.7902,1.22,0.86349,1.408,2.0619,1.3362,0.60809,0.06611,-0.69897,-0.69897,-0.51577,0.17341,0.71338,0.34817,-0.46556,-0.48666,0.59745,0.22141,-0.32629,0.6894,1.445,1.0534,1.3378,0.50898,1.1138,1.2866,0.78533,1.4228,1.7067,1.9016,1.0683,-0.4385,-0.72386,-0.72386,-0.41893,-0.12154,-0.016429,0.20315,-0.313,0.32211,0.50735,-0.20735,0.65156,1.1892,1.5666,1.043,0.076143,1.0856,1.3146,1.3762,0.1554,1.1559,2.0605,1.1789,0.59476,-0.48784,1.1344,0.54921,-0.25394,-0.59043,1.1629,0.29887,-0.13902,-0.48875,1.0178,1.061,0.23552,-0.2101
