0.59219,1.1423,-1.1217,-0.97952,0.67674,0.67092,-0.2579,-1.0898,-0.080337,-1.2739,0.34788,0.25801,1.7165,0.92114,2.3028,0.83559,1.0124,1.5097,1.4182,2.3569,1.5916,1.5626,2.0855,1.7586,2.3449,2.9879,3.8564,-0.88809,-0.59111,-0.9513,-0.79033,-0.50758,-0.12156,-0.54918,-0.44767,-0.53281,-0.049567,0.1573,1.2499,1.4894,0.016604,-0.17446,0.14742,0.58749,0.84559,1.7718,1.1631,1.4595,0.68887,2.3607,1.9449,4.3457,6.7691,1.1499,1.4848,-0.23453,-0.43298,-0.11872,-0.3633,-0.57919,-0.14199,1.2081,0.88709,-0.19547,-0.16308,-1.2836,1.3653,-1.4113,1.4051,-1.3564,1.2793,-1.1847,1.0788,-0.96644,0.8511,-0.73617,0.62419,1.0763,1.4109,1.4802,1.475,1.416,1.3207,1.2034,1.0739,0.93952,0.80556,0.67629,0.55461,-1.1446,-0.71674,-0.44038,-0.28927,-0.19901,-0.14235,-0.10989,-0.094342,-0.091417,-0.097429,-0.10954,-0.12537,1.6786,1.0529,0.4345,0.14084,0.022183,-0.015706,-0.027351,-0.036801,-0.051064,-0.070359,-0.092817,-0.11613,1.1402,0.9104,0.68409,-0.0070236
-0.079777,0.10062,0.70901,0.51204,0.87989,-0.46933,-0.53707,-0.026445,0.564,-0.45742,-0.46816,0.15311,-0.28545,-0.20735,1.055,1.2096,1.3291,2.435,1.5397,0.80222,0.83101,1.4654,1.0926,0.90305,1.1536,0.79192,1.0991,-0.28728,0.81805,0.58752,0.69518,-0.087271,-0.76589,-0.86422,-0.81687,-0.37205,-0.51083,-0.53314,-0.54189,-0.021915,-0.11197,1.5079,0.58424,1.5685,0.66953,0.53174,0.31014,0.52342,-0.077044,-0.065454,0.66295,-0.16698,1.0563,-0.61041,-0.46099,-0.50735,-0.65394,-0.58277,-0.36441,-0.61416,0.088065,-0.64261,-0.40388,-0.54107,-0.53496,0.42393,-0.72451,0.82648,-0.82113,0.79068,-0.75448,0.71565,-0.67695,0.63876,-0.60166,0.56577,-0.53129,0.11763,-0.183,-0.42889,-0.53291,-0.56577,-0.56633,-0.5524,-0.53146,-0.5072,-0.48157,-0.45566,-0.43016,0.24926,0.010709,-0.36041,-0.47388,-0.50174,-0.49909,-0.48555,-0.4671,-0.44703,-0.42674,-0.40714,-0.38865,1.3528,1.6692,1.2545,0.84095,0.52439,0.29928,0.14303,0.034178,-0.04268,-0.097706,-0.13755,-0.16645,-0.39947,-0.35628,-0.21972,-0.34836
0.49326,0.27662,0.81382,-0.2798,0.59853,-0.25297,-0.14829,-0.45921,0.11761,-0.071579,0.50515,0.41495,-0.15219,-0.24823,0.84024,0.58472,0.91894,1.1097,0.91388,1.1017,1.3017,1.5041,0.90561,0.76789,0.58566,0.47344,0.39575,1.4369,0.43312,0.83608,-0.34593,0.11203,-0.0049141,0.0068271,0.28673,0.082004,0.15016,-0.36542,-0.10006,-0.33368,-0.26064,0.54735,0.65082,0.073331,0.34706,0.14373,1.1994,0.77223,0.79375,1.4007,0.16204,-0.012495,0.1972,-0.38303,0.27476,-0.11652,0.70474,-0.42115,-0.28771,0.0023257,0.43739,-0.43066,-0.106,0.24441,0.87605,-0.36918,0.18318,-0.049774,0.0015722,0.044085,-0.085881,0.12455,-0.15933,0.18986,-0.21594,0.23741,-0.25434,1.0905,1.0596,0.73521,0.49815,0.33043,0.20189,0.099432,0.016768,-0.050054,-0.1036,-0.14589,-0.17856,1.5332,1.1702,0.95765,0.68941,0.48707,0.31758,0.17846,0.063722,-0.029773,-0.10515,-0.16495,-0.2114,0.96115,1.4863,1.2322,0.91753,0.64285,0.42249,0.25042,0.11619,0.011485,-0.069821,-0.13212,-0.1787,0.94123,1.088,-0.16517,0.47988
0.19243,1.1036,-0.92839,-0.86032,-1.0218,-0.43606,-0.33159,-1.1351,-0.84594,-0.34864,0.42923,0.60513,-0.10199,-0.75783,0.66938,0.033703,0.16833,0.60206,1.3167,0.56432,0.85568,0.084718,0.74498,0.59251,0.51938,1.0796,0.41773,0.25248,-0.554,-0.75951,-0.54189,-0.39085,-0.40879,-0.40363,-0.39906,-0.21362,-0.38859,-0.49576,-0.7162,-0.76401,-0.056635,-0.30637,-0.21215,-0.29064,0.5108,0.034233,0.1896,-0.61822,0.33863,-0.38033,0.41119,0.2427,-0.12338,1.2878,0.35625,-0.28482,-0.56029,-0.136,-0.41647,-0.65164,-0.15344,1.2418,0.28973,-0.15355,-0.33821,-1.4685,1.7648,-2.0406,2.2481,-2.4153,2.5506,-2.6568,2.7352,-2.7871,2.813,-2.8142,2.7921,0.5437,1.1677,1.5577,1.8506,2.0753,2.2435,2.3651,2.4472,2.4951,2.5128,2.5041,2.4727,0.2435,0.92085,1.1734,1.4125,1.6408,1.8458,2.0198,2.1618,2.2712,2.3482,2.3933,2.4075,0.65505,0.61485,0.86387,1.2352,1.562,1.8098,1.9886,2.1117,2.1885,2.2248,2.225,2.1925,1.0898,1.0724,0.23881,0.23812
2.4348,1.9435,-0.65628,-0.72168,-0.22391,-0.3149,0.1265,-0.25357,-0.777,-0.077647,0.51767,0.77375,0.32419,-0.67078,-0.6984,-0.56849,0.14859,0.3394,0.96708,0.85457,0.5668,0.94426,0.41029,0.66034,0.42169,0.89452,0.21288,-1.148,-0.97874,-0.76764,-1.1061,-1.0572,-0.58553,-0.30605,-0.583,-0.28443,0.055104,-0.027344,-0.52414,-0.033851,-0.17551,-1.0081,-0.43754,-0.24554,0.030966,0.54449,-0.41365,-0.39429,-0.2589,0.48553,-0.29078,-0.067302,0.07553,0.75501,0.048886,-0.5441,-0.87916,-0.28751,-0.5938,-0.92601,-1.1053,0.85921,-0.0049552,-0.5744,-0.89144,-0.86933,0.80846,-0.71623,0.61136,-0.50502,0.40511,-0.31521,0.23457,-0.16266,0.098781,-0.042404,-0.0069214,1.014,1.425,1.3899,1.2471,1.0736,0.89822,0.73302,0.58287,0.4491,0.33178,0.23033,0.14371,-1.1911,-0.4606,-0.12986,0.0010019,0.041457,0.039658,0.013891,-0.023622,-0.065932,-0.10842,-0.1483,-0.18384,-0.2773,0.078684,0.21687,0.25709,0.23867,0.18836,0.12485,0.058599,-0.0046206,-0.061697,-0.11096,-0.15176,0.36352,0.39571,0.75659,-0.15292
0.37598,0.14276,1.9928,-0.51155,-0.86849,-0.072832,-0.35522,0.66738,0.11311,0.29123,0.060395,-1.1467,-0.16441,-0.069546,0.18483,0.47082,1.048,-0.36635,-0.76192,-0.38113,-0.49614,-0.82447,-0.77951,-0.38837,-0.73005,-0.49292,-1.934,-0.67447,-0.55824,0.20792,0.059219,0.38455,0.14211,0.65246,-0.10273,0.40188,0.47892,0.44917,0.36864,0.30605,-0.67812,0.89387,1.2787,0.1721,0.31513,0.73212,1.1797,1.4102,0.5099,0.70106,0.63017,0.87614,-0.479,-0.53089,-0.64068,-0.61512,-0.73671,-0.60375,-0.51943,-0.63665,-0.085551,-0.66736,-0.86499,-0.61495,-0.52428,0.48708,-0.85823,0.9231,-0.8973,0.86279,-0.82436,0.78365,-0.74301,0.70272,-0.66319,0.62451,-0.58689,-0.20495,-0.38421,-0.65913,-0.76672,-0.78724,-0.77196,-0.74115,-0.7033,-0.66263,-0.62134,-0.58069,-0.54144,-0.57059,-0.44974,-0.68868,-0.81513,-0.85527,-0.85581,-0.83755,-0.80778,-0.77154,-0.73184,-0.69072,-0.64949,0.16488,0.35655,0.0075466,-0.3081,-0.50859,-0.61222,-0.65421,-0.66078,-0.64734,-0.62262,-0.59164,-0.55735,0.29924,0.38202,-0.41748,-0.56908
-0.022285,-0.045851,0.30321,-1.1995,-0.42324,0.94504,1.044,0.087023,-0.85393,-0.46002,0.97465,0.2182,0.62012,1.4173,1.2083,0.78498,1.1926,0.69601,0.20762,1.4456,1.3388,1.1728,0.48613,2.0939,0.69629,0.36831,1.228,0.5426,0.19615,2.0508,-0.12664,-0.32274,-0.25552,-0.21054,0.26326,-0.25439,1.2884,0.23176,-0.43121,0.38603,-0.42858,1.2857,1.1288,-0.12196,-0.29425,2.129,1.8853,2.1394,1.0151,3.0285,1.2063,0.28799,1.4116,-0.41048,0.11365,-0.2616,-0.53427,1.3228,0.97397,2.2489,1.7274,-0.39084,-0.04702,0.092726,-0.12954,-0.83023,0.8007,-0.77429,0.74798,-0.72429,0.69344,-0.6573,0.61694,-0.5738,0.52854,-0.48206,0.43499,0.89721,1.1714,1.1359,1.0887,1.0357,0.97236,0.90133,0.82631,0.74983,0.67377,0.59954,0.52796,1.9466,1.7426,1.4097,1.283,1.1895,1.1103,1.0335,0.95745,0.88122,0.80522,0.72984,0.65558,0.88598,1.618,1.5886,1.485,1.3733,1.2578,1.1448,1.0368,0.93392,0.83575,0.74221,0.65307,0.97814,1.1098,-0.029048,0.47547
-0.46654,-0.70184,-0.28273,-0.46836,-1.6917,-1.6223,-3.3099,-4.9308,-4.3239,-2.5568,-1,-1.1375,-0.54734,0.29918,1.2195,-0.49979,-1.3053,-1.8985,-1.6315,-1.3348,-0.80739,-1.3669,-1.0781,-1.7314,-1.0123,-0.85233,-0.77383,1.9201,0.64099,0.52051,2.1373,2.2841,2.3627,3.0506,1.8162,0.35276,1.6174,2.0012,1.5733,3.2137,0.97732,0.90706,0.82946,0.82743,1.1954,2.1242,2.9551,2.351,1.6737,0.88074,2.0026,3.083,3.1206,1.0193,-0.36385,2.6178,2.0627,-0.42754,-0.62039,0.52323,-0.43521,-0.21993,-0.99279,0.24192,0.17179,-0.50331,0.50969,-0.40831,0.3311,-0.24477,0.16794,-0.092878,0.025073,0.03597,-0.089002,0.13409,-0.17126,0.25066,0.32553,0.27768,0.21594,0.14547,0.07488,0.008413,-0.05152,-0.10349,-0.14702,-0.18221,-0.20951,2.073,1.2883,1.0764,0.7978,0.61539,0.44511,0.30744,0.18876,0.089864,0.0071011,-0.061281,-0.11719,0.60552,0.56431,0.46513,0.34524,0.22526,0.11615,0.02256,-0.055302,-0.11876,-0.1694,-0.20864,-0.23775,-0.59105,0.086806,-0.63179,1.2815
1.3252,1.5503,-0.50431,-0.69652,-0.31409,-0.12621,-0.54835,0.1414,-0.24874,0.33152,0.00036734,-0.24824,-0.74075,-0.061591,-0.44426,-0.24801,0.2468,0.92204,0.47265,0.5579,0.84017,0.91694,0.82828,1.0483,0.46341,0.86845,1.1164,-0.71029,-0.44949,-0.97543,-0.94601,-0.77865,-0.5355,-0.74628,-0.61271,-0.73721,-0.082878,-0.55025,-0.33325,-0.46656,-0.35283,-0.68831,-0.67107,-0.02454,-0.53371,0.027855,-0.3854,0.077656,-0.094364,-0.30652,-0.29354,-0.081824,0.30546,0.44275,0.1102,-0.47802,-0.86152,-0.34693,-0.58476,-0.8974,-1.028,0.63402,0.016992,-0.45098,-0.7804,-0.71551,0.70985,-0.66144,0.58071,-0.48993,0.39881,-0.31186,0.22969,-0.15334,0.083498,-0.020702,-0.03459,0.66753,0.88134,0.82271,0.70615,0.57284,0.44187,0.32122,0.21353,0.1196,0.039234,-0.028041,-0.08319,-0.19659,0.45298,0.60348,0.59005,0.50817,0.4035,0.29256,0.18508,0.085762,-0.0026707,-0.078913,-0.14268,-0.0022415,0.23933,0.24932,0.20707,0.13328,0.050322,-0.029761,-0.10171,-0.16314,-0.21327,-0.25215,-0.28038,0.41546,0.35921,0.072273,-0.1726
0.46563,1.1799,-0.71051,-1.3984,0.076959,-0.40133,0.51156,-0.0075993,-0.6199,-0.80224,0.54313,-0.0040675,-0.4877,0.33576,-0.2425,-0.07901,0.33871,0.91482,0.73917,0.49477,0.56172,1.2663,0.63781,0.93167,0.90145,0.6781,0.37963,-0.91739,-0.66191,-0.86726,-0.43147,-0.58491,-0.25619,-0.17175,0.84966,0.39472,0.6003,-0.24329,-0.23777,0.12126,-0.16062,-0.14059,-0.40553,0.26592,-0.18204,0.20698,-0.056543,0.29504,0.55416,0.54793,0.1992,-0.21736,0.70044,1.1344,0.54921,-0.25394,-0.59043,-0.17779,-0.52558,-0.77516,-0.65551,1.1629,0.29887,-0.13902,-0.48875,-1.1831,1.2211,-1.2332,1.2044,-1.1538,1.0922,-1.024,0.95098,-0.87494,0.79707,-0.71867,0.64085,0.42308,0.99977,1.1948,1.2543,1.2441,1.194,1.1213,1.0357,0.94358,0.84881,0.75445,0.66276,-0.7669,0.07211,0.4665,0.66122,0.7538,0.78755,0.78265,0.75331,0.70787,0.6526,0.59177,0.52831,0.054236,0.33981,0.5373,0.683,0.76792,0.79868,0.79077,0.7572,0.70724,0.64732,0.58204,0.51437,1.0178,1.061,0.23552,-0.2101
