-0.11872,-0.3633,-0.57919,-0.14199,1.2081,0.88709,-0.19547,-0.16308,1.1402,0.9104,0.68409,-0.0070236
-0.58277,-0.36441,-0.61416,0.088065,-0.64261,-0.40388,-0.54107,-0.53496,-0.39947,-0.35628,-0.21972,-0.34836
-0.42115,-0.28771,0.0023257,0.43739,-0.43066,-0.106,0.24441,0.87605,0.94123,1.088,-0.16517,0.47988
-0.136,-0.41647,-0.65164,-0.15344,1.2418,0.28973,-0.15355,-0.33821,1.0898,1.0724,0.23881,0.23812
-0.28751,-0.5938,-0.92601,-1.1053,0.85921,-0.0049552,-0.5744,-0.89144,0.36352,0.39571,0.75659,-0.15292
-0.60375,-0.51943,-0.63665,-0.085551,-0.66736,-0.86499,-0.61495,-0.52428,0.29924,0.38202,-0.41748,-0.56908
1.3228,0.97397,2.2489,1.7274,-0.39084,-0.04702,0.092726,-0.12954,0.97814,1.1098,-0.029048,0.47547
-0.42754,-0.62039,0.52323,-0.43521,-0.21993,-0.99279,0.24192,0.17179,-0.59105,0.086806,-0.63179,1.2815
-0.34693,-0.58476,-0.8974,-1.028,0.63402,0.016992,-0.45098,-0.7804,0.41546,0.35921,0.072273,-0.1726
-0.17779,-0.52558,-0.77516,-0.65551,1.1629,0.29887,-0.13902,-0.48875,1.0178,1.061,0.23552,-0.2101
-0.69611,-0.60156,-0.83187,-0.68703,-0.76378,-0.69651,-0.38055,-0.42441,0.56995,0.29134,0.46419,0.50533
-0.62761,-0.49672,-0.71449,-0.16194,-0.67919,-0.68279,-0.39653,-0.39585,0.98984,1.2395,0.59603,1.3889
0.57026,1.3068,1.173,1.9347,-0.66889,0.70031,0.053219,1.4039,0.23685,0.19164,-0.70379,-0.26184
-0.52196,-0.3763,-0.24918,0.28255,-0.65793,-0.73948,-0.36369,-0.13054,0.72786,0.6559,0.27731,-0.088457
-0.64709,-0.41734,-0.66899,-0.05485,-0.78633,-0.56391,-0.50341,-0.47857,1.1258,1.2321,-0.39464,-0.36991
-0.42639,-0.60572,-0.8387,-1.1155,0.14824,-0.13161,-0.48221,-0.40106,0.033924,0.17709,-0.18502,-0.012622
-0.60021,-0.64521,-0.89329,-1.0168,-0.33681,-0.62015,-0.68633,-0.75332,1.5858,1.6794,0.093316,-0.33869
-0.52114,-0.26377,0.16021,0.60111,-1.0954,-1.0076,-0.73058,-0.44901,0.26962,0.31532,-0.1187,0.73911
-0.33516,-0.60228,-0.8508,-1.082,0.64695,0.066143,0.034108,-0.69668,1.5345,2.0157,0.14986,0.41456
-0.31049,-0.59728,-0.7618,-1.0314,0.74172,-0.20636,-0.24124,-0.62837,1.9063,2.3573,0.58486,1.2431
0.73187,1.6792,1.2494,1.9565,-0.81359,0.34231,-0.36907,-0.024214,-0.44656,-0.65857,0.11326,-0.62422
-0.40789,-0.62976,-0.97056,-1.1522,0.39144,0.0032749,-0.56861,-1.0989,0.45291,0.58048,-0.444,-0.49953
-0.48559,-0.24555,-0.34287,0.38461,-0.50742,-0.25026,-0.51987,-0.25922,0.6237,0.81701,0.134,1.0328
-0.51538,-0.63603,-0.77355,-0.87146,0.017145,-0.19905,-0.050848,-0.52875,-0.53812,-0.67391,2.866,1.7212
-0.37623,-0.55402,-0.27042,-0.56473,0.29024,-0.22008,-0.22204,-0.32579,0.90071,0.92138,0.2082,0.00010179
-0.74207,-0.7303,-0.92915,-1.1525,-0.75509,-1.0234,-0.62201,-0.46714,-0.83152,-0.90218,-0.70868,-0.92111
0.12506,-0.22474,-0.49891,-0.40061,1.756,1.2147,0.425,-0.3797,0.49478,0.49137,-0.59778,-0.65425
-0.45243,-0.52031,-0.80778,-0.97294,0.26641,0.11689,0.10108,-0.68972,0.57985,0.62578,-0.38796,-0.006854
-0.74243,-0.70128,-0.93388,-1.0515,-0.60935,-0.43863,-0.6343,-0.075139,-1.483,-1.3551,-0.81837,-0.75502
-0.29865,-0.66369,0.31963,-0.97625,0.90846,-0.14464,3.957,2.6719,-1.1913,-0.98842,-0.69701,0.42712
-0.37371,0.15419,0.27854,1.05,-1.1702,-0.83802,-0.79658,-0.5762,-0.95954,-1.0332,-1.2846,-1.5022
-0.69602,-0.68007,-0.84488,-1.0947,-0.4834,-0.61923,-0.33053,-0.3007,-1.8989,-1.6553,-0.67736,-1.6211
-0.74311,-0.71864,-0.91047,-1.2048,-0.54485,-0.51682,-0.73563,-0.5762,-1.6676,-1.5393,-1.1053,-1.8328
-0.75862,-0.70659,-0.89666,-1.0622,-0.89126,-0.93335,-0.92064,-0.93466,0.39035,0.22021,-0.38955,-0.50462
-0.59108,-0.67494,-0.86158,-1.077,0.021984,-0.69765,-0.58564,-0.12532,-1.3498,-1.2811,-0.67916,-1.2543
-0.10525,0.0055511,1.0063,0.90916,-0.83895,-0.62015,-0.66152,-0.67631,1.2032,1.2605,2.1943,1.4481
1.1288,0.80548,2.63,1.6533,-1.2882,-0.774,-0.7003,-0.23835,0.20138,0.081202,-0.55171,-0.27219
-0.69247,-0.67342,-0.87081,-1.1176,-0.38147,-0.21939,-0.57126,-0.27536,-1.5113,-1.6035,-0.86883,-1.7909
-0.61188,-0.58504,-0.82268,-0.39682,-0.1428,-0.23791,-0.28307,-0.077375,-1.7458,-1.3855,-0.65851,-1.3474
-0.34952,-0.57874,-0.81546,-0.84124,0.66814,-0.13321,-0.33061,-0.44777,1.4049,1.4843,0.19095,0.033863
-0.69916,-0.69187,-0.37815,-0.76742,-0.7315,-0.86819,-0.34097,0.32606,-0.90768,-0.91752,-0.99768,-0.89516
-0.51498,-0.57044,-0.30418,-0.23006,-0.39641,-0.766,-0.33808,-0.42566,-0.39191,-0.53942,-0.044206,-0.70497
-0.15622,-0.44912,-0.55365,-0.42089,0.94412,0.48542,-0.087786,-0.2704,-1.8442,-1.6039,-1.3532,-1.5252
-0.54221,-0.24507,-0.41573,0.37613,-0.69842,-0.52367,-0.65172,-0.76673,-1.0234,-1.0384,-0.79254,-1.0107
-0.70706,-0.44711,-0.45924,0.19137,-1.098,-0.80144,-0.75723,-0.50614,-1.3684,-1.4992,-0.97395,-1.5536
-0.47516,-0.059309,-0.64405,0.39153,-0.51526,-0.22099,-0.75097,-0.77046,-0.63445,-0.83447,-0.65871,-0.96556
-0.67909,-0.65685,-0.79207,-0.6232,-0.49045,-0.92695,-0.71757,-0.33647,-1.4214,-1.4504,-0.88978,-1.2596
-0.79694,-0.67743,-0.88782,-0.82428,-1.0198,-0.91894,-0.86748,-0.53968,-0.98294,-1.0269,-0.6622,-1.1325
-0.6589,-0.67473,-0.96897,-1.1581,-0.53155,-0.81104,-0.82822,-0.84921,1.3265,1.6138,0.059908,-0.050794
-0.67739,-0.55446,-0.29387,-0.12444,-0.88116,-0.67067,-0.72608,-0.42193,-0.95828,-0.97799,-0.97554,-0.50173
-0.65341,-0.72221,-0.69892,-0.97881,-0.28235,-1.0449,-0.49675,0.1862,-0.88526,-1.0042,2.1538,1.2957
-0.59522,-0.66916,-0.86905,-1.0915,-0.38931,-0.62175,-0.76117,-0.78636,1.1537,1.1407,0.065692,-0.30086
-0.41151,-0.1698,0.50244,0.73246,-1.003,-0.99827,-0.72536,-0.64327,-1.207,-1.1298,-1.1219,-1.3278
-0.59073,-0.46116,-0.52689,-0.058986,-0.57676,-0.65055,-0.38963,-0.38417,-0.020453,0.035282,-0.36791,-0.38026
-0.73403,-0.5499,-0.77735,-0.29207,-1.0165,-1.0698,-0.76149,-0.48875,-0.20834,-0.33908,-0.58272,-0.61709
-0.47249,-0.45775,-0.77889,-0.36134,0.24521,-0.085655,-0.40031,-0.20109,1.2239,1.1114,-0.18831,-0.28661
1.4956,1.0503,2.5624,1.9631,-0.93059,-0.54425,-0.20454,-0.32679,-1.0517,-1.1712,-0.25572,-0.84426
-0.5059,-0.67127,-0.78997,-0.9817,0.26304,-0.62381,-0.71564,-0.30393,0.63423,0.81351,0.41154,0.038613
-0.71781,-0.68236,-0.60113,-0.82723,-0.30404,0.19371,-0.18728,0.31339,-1.4397,-1.4476,-0.14762,-1.2591
-0.60256,-0.63098,-0.7278,-0.92973,-0.22605,-0.32067,-0.18463,-0.10097,-0.71601,-0.95542,0.26724,-0.80388
-0.23564,-0.63956,0.79189,-0.72136,-0.058081,-0.63227,-0.4248,-0.4587,-0.36121,-0.082864,-0.39055,1.4934
-0.78798,-0.61477,-0.98225,-0.57049,-1.0788,-1.0625,-0.75049,-0.33026,-0.17431,-0.35099,-0.48788,-0.593
-0.75231,-0.58388,-0.63864,-0.23132,-1.0268,-1.3007,-0.77651,-0.28381,-0.57305,-0.57382,-0.29412,0.84514
-0.031456,-0.34956,0.98781,0.13578,0.35536,0.58921,0.78048,1.6524,-1.1463,-1.0343,-0.65802,0.74912
-0.82973,-0.72738,-0.85027,-0.97083,-1.1707,-1.2856,-0.92514,-0.63681,-0.84376,-0.96133,-0.91152,-0.71091
-0.59147,-0.68783,-0.78583,-1.0418,-0.20461,-0.55294,-0.69131,-0.70016,-1.3403,-1.2399,-1.1738,-1.5269
-0.69307,-0.67246,-0.81524,-0.88325,-0.63226,-0.83184,-0.63173,-0.45572,0.35379,0.20838,-0.49108,-0.65493
-0.8317,-0.73426,-0.81765,-0.97571,-1.1486,-1.1953,-0.8389,-0.52155,-1.1106,-1.2801,-0.4102,-1.2731
-0.60254,-0.64413,-0.78247,-0.99719,-0.42992,-0.50653,-0.60868,-0.41771,0.73137,0.62103,0.09162,-0.39689
0.56737,0.1264,1.9236,1.1244,-0.29123,-0.44732,0.87491,0.54466,-0.32016,-0.1182,-0.51152,0.73436
-0.49526,-0.62272,-0.24583,-0.52738,0.097088,-0.57145,-0.29383,0.064223,-1.7192,-1.4666,-1.0624,1.3607
-0.74059,-0.64452,-0.66428,-0.65046,-0.87172,-0.98113,-0.65614,-0.21202,-1.1221,-1.2744,3.2684,2.2482
-0.57631,-0.6001,-0.81014,-0.92848,-0.0522,-0.27997,-0.15781,-0.62514,-0.39686,-0.27121,-0.69232,-0.85478
-0.43814,-0.70204,-0.89439,-1.196,0.49013,-0.89563,-0.22638,-0.72699,-0.22869,0.066881,-0.6982,-0.60234
-0.1154,-0.45836,0.51897,0.10805,0.44602,-0.23494,0.36863,-0.086567,-0.1582,-0.20763,-0.17973,-0.6668
-0.5881,-0.64058,-0.49133,-0.73564,-0.19475,-0.42606,-0.54549,-0.28928,-1.6267,-1.5235,2.2534,1.4121
-0.4498,-0.57407,-0.83772,-0.9768,0.30678,-0.08817,-0.36024,-0.69196,0.28807,0.20565,-0.20287,-0.4717
-0.57896,-0.4575,-0.75183,-0.26917,-0.29056,-0.47155,-0.35237,-0.68898,0.6535,0.60383,-0.30858,-0.020765
-0.62932,-0.505,-0.81689,-0.43626,-0.49339,-0.58426,-0.53465,-0.7563,-0.75274,-0.72169,-0.47462,-1.0487
-0.59467,-0.64695,-0.91611,-1.034,-0.15512,-0.48252,-0.41227,-0.16979,-1.0594,-1.0493,-0.84071,-1.0567
-0.81865,-0.72172,-0.83681,-1.0934,-1.0794,-1.0316,-0.7146,-0.23984,-0.37435,-0.47155,-0.38726,-0.67664
0.44828,0.87989,1.5622,1.7326,-0.47801,0.69231,0.33876,1.1093,-1.3625,-1.506,0.037868,-1.0787
-0.42794,-0.47649,-0.76791,-0.71119,0.27658,0.043739,-0.18736,-0.62265,1.1645,1.2504,0.63064,0.39268
-0.54397,-0.66871,-0.67841,-0.88806,-0.03419,-0.70291,-0.60266,-0.57868,-1.1522,-1.1603,-0.41728,-0.43268
-0.35298,0.51593,-0.30577,1.0795,-1.0028,-0.57214,-0.63325,-0.63408,-0.99492,-1.1971,0.30104,-0.61625
