0.59219,-0.11872,-0.3633,-0.57919,-0.14199,1.1402,0.9104,0.68409,-0.0070236
-0.079777,-0.58277,-0.36441,-0.61416,0.088065,-0.39947,-0.35628,-0.21972,-0.34836
0.49326,-0.42115,-0.28771,0.0023257,0.43739,0.94123,1.088,-0.16517,0.47988
0.19243,-0.136,-0.41647,-0.65164,-0.15344,1.0898,1.0724,0.23881,0.23812
2.4348,-0.28751,-0.5938,-0.92601,-1.1053,0.36352,0.39571,0.75659,-0.15292
0.37598,-0.60375,-0.51943,-0.63665,-0.085551,0.29924,0.38202,-0.41748,-0.56908
-0.022285,1.3228,0.97397,2.2489,1.7274,0.97814,1.1098,-0.029048,0.47547
-0.46654,-0.42754,-0.62039,0.52323,-0.43521,-0.59105,0.086806,-0.63179,1.2815
1.3252,-0.34693,-0.58476,-0.8974,-1.028,0.41546,0.35921,0.072273,-0.1726
0.46563,-0.17779,-0.52558,-0.77516,-0.65551,1.0178,1.061,0.23552,-0.2101
2.0664,-0.69611,-0.60156,-0.83187,-0.68703,0.56995,0.29134,0.46419,0.50533
2.7001,-0.62761,-0.49672,-0.71449,-0.16194,0.98984,1.2395,0.59603,1.3889
0.10527,0.57026,1.3068,1.173,1.9347,0.23685,0.19164,-0.70379,-0.26184
3.7575,-0.52196,-0.3763,-0.24918,0.28255,0.72786,0.6559,0.27731,-0.088457
0.42845,-0.64709,-0.41734,-0.66899,-0.05485,1.1258,1.2321,-0.39464,-0.36991
-0.41637,-0.42639,-0.60572,-0.8387,-1.1155,0.033924,0.17709,-0.18502,-0.012622
0.42765,-0.60021,-0.64521,-0.89329,-1.0168,1.5858,1.6794,0.093316,-0.33869
1.0863,-0.52114,-0.26377,0.16021,0.60111,0.26962,0.31532,-0.1187,0.73911
2.9492,-0.33516,-0.60228,-0.8508,-1.082,1.5345,2.0157,0.14986,0.41456
1.1788,-0.31049,-0.59728,-0.7618,-1.0314,1.9063,2.3573,0.58486,1.2431
-0.47601,0.73187,1.6792,1.2494,1.9565,-0.44656,-0.65857,0.11326,-0.62422
1.2578,-0.40789,-0.62976,-0.97056,-1.1522,0.45291,0.58048,-0.444,-0.49953
0.17077,-0.48559,-0.24555,-0.34287,0.38461,0.6237,0.81701,0.134,1.0328
-1.0405,-0.51538,-0.63603,-0.77355,-0.87146,-0.53812,-0.67391,2.866,1.7212
-0.01669,-0.37623,-0.55402,-0.27042,-0.56473,0.90071,0.92138,0.2082,0.00010179
0.92284,-0.74207,-0.7303,-0.92915,-1.1525,-0.83152,-0.90218,-0.70868,-0.92111
-0.31917,0.12506,-0.22474,-0.49891,-0.40061,0.49478,0.49137,-0.59778,-0.65425
0.20496,-0.45243,-0.52031,-0.80778,-0.97294,0.57985,0.62578,-0.38796,-0.006854
-0.95879,-0.74243,-0.70128,-0.93388,-1.0515,-1.483,-1.3551,-0.81837,-0.75502
0.11424,-0.29865,-0.66369,0.31963,-0.97625,-1.1913,-0.98842,-0.69701,0.42712
-1.0469,-0.37371,0.15419,0.27854,1.05,-0.95954,-1.0332,-1.2846,-1.5022
-0.43389,-0.69602,-0.68007,-0.84488,-1.0947,-1.8989,-1.6553,-0.67736,-1.6211
-0.37513,-0.74311,-0.71864,-0.91047,-1.2048,-1.6676,-1.5393,-1.1053,-1.8328
-0.63254,-0.75862,-0.70659,-0.89666,-1.0622,0.39035,0.22021,-0.38955,-0.50462
-1.1571,-0.59108,-0.67494,-0.86158,-1.077,-1.3498,-1.2811,-0.67916,-1.2543
-0.058237,-0.10525,0.0055511,1.0063,0.90916,1.2032,1.2605,2.1943,1.4481
-0.23773,1.1288,0.80548,2.63,1.6533,0.20138,0.081202,-0.55171,-0.27219
-1.1714,-0.69247,-0.67342,-0.87081,-1.1176,-1.5113,-1.6035,-0.86883,-1.7909
-0.23228,-0.61188,-0.58504,-0.82268,-0.39682,-1.7458,-1.3855,-0.65851,-1.3474
1.2345,-0.34952,-0.57874,-0.81546,-0.84124,1.4049,1.4843,0.19095,0.033863
-0.72208,-0.69916,-0.69187,-0.37815,-0.76742,-0.90768,-0.91752,-0.99768,-0.89516
-0.56635,-0.51498,-0.57044,-0.30418,-0.23006,-0.39191,-0.53942,-0.044206,-0.70497
-1.1969,-0.15622,-0.44912,-0.55365,-0.42089,-1.8442,-1.6039,-1.3532,-1.5252
-0.73112,-0.54221,-0.24507,-0.41573,0.37613,-1.0234,-1.0384,-0.79254,-1.0107
-0.68796,-0.70706,-0.44711,-0.45924,0.19137,-1.3684,-1.4992,-0.97395,-1.5536
-0.27241,-0.47516,-0.059309,-0.64405,0.39153,-0.63445,-0.83447,-0.65871,-0.96556
-1.0023,-0.67909,-0.65685,-0.79207,-0.6232,-1.4214,-1.4504,-0.88978,-1.2596
-0.63078,-0.79694,-0.67743,-0.88782,-0.82428,-0.98294,-1.0269,-0.6622,-1.1325
0.26207,-0.6589,-0.67473,-0.96897,-1.1581,1.3265,1.6138,0.059908,-0.050794
-0.8683,-0.67739,-0.55446,-0.29387,-0.12444,-0.95828,-0.97799,-0.97554,-0.50173
0.15506,-0.65341,-0.72221,-0.69892,-0.97881,-0.88526,-1.0042,2.1538,1.2957
0.67057,-0.59522,-0.66916,-0.86905,-1.0915,1.1537,1.1407,0.065692,-0.30086
-0.66531,-0.41151,-0.1698,0.50244,0.73246,-1.207,-1.1298,-1.1219,-1.3278
-0.74454,-0.59073,-0.46116,-0.52689,-0.058986,-0.020453,0.035282,-0.36791,-0.38026
0.6626,-0.73403,-0.5499,-0.77735,-0.29207,-0.20834,-0.33908,-0.58272,-0.61709
-0.6614,-0.47249,-0.45775,-0.77889,-0.36134,1.2239,1.1114,-0.18831,-0.28661
-0.90084,1.4956,1.0503,2.5624,1.9631,-1.0517,-1.1712,-0.25572,-0.84426
