1.1423,-1.1217,-0.97952,0.67674,0.67092,-0.2579,-1.0898,-0.080337,-1.2739,0.34788,0.25801,1.7165,0.92114,2.3028,0.83559,1.0124,1.5097,1.4182,2.3569,1.5916,1.5626,2.0855,1.7586,2.3449,2.9879,3.8564,-0.88809,-0.59111,-0.9513,-0.79033,-0.50758,-0.12156,-0.54918,-0.44767,-0.53281,-0.049567,0.1573,1.2499,1.4894,0.016604,-0.17446,0.14742,0.58749,0.84559,1.7718,1.1631,1.4595,0.68887,2.3607,1.9449,4.3457,6.7691,-0.11872,-0.3633,-0.57919,-0.14199,1.2081,0.88709,-0.19547,-0.16308
0.10062,0.70901,0.51204,0.87989,-0.46933,-0.53707,-0.026445,0.564,-0.45742,-0.46816,0.15311,-0.28545,-0.20735,1.055,1.2096,1.3291,2.435,1.5397,0.80222,0.83101,1.4654,1.0926,0.90305,1.1536,0.79192,1.0991,-0.28728,0.81805,0.58752,0.69518,-0.087271,-0.76589,-0.86422,-0.81687,-0.37205,-0.51083,-0.53314,-0.54189,-0.021915,-0.11197,1.5079,0.58424,1.5685,0.66953,0.53174,0.31014,0.52342,-0.077044,-0.065454,0.66295,-0.16698,1.0563,-0.58277,-0.36441,-0.61416,0.088065,-0.64261,-0.40388,-0.54107,-0.53496
0.27662,0.81382,-0.2798,0.59853,-0.25297,-0.14829,-0.45921,0.11761,-0.071579,0.50515,0.41495,-0.15219,-0.24823,0.84024,0.58472,0.91894,1.1097,0.91388,1.1017,1.3017,1.5041,0.90561,0.76789,0.58566,0.47344,0.39575,1.4369,0.43312,0.83608,-0.34593,0.11203,-0.0049141,0.0068271,0.28673,0.082004,0.15016,-0.36542,-0.10006,-0.33368,-0.26064,0.54735,0.65082,0.073331,0.34706,0.14373,1.1994,0.77223,0.79375,1.4007,0.16204,-0.012495,0.1972,-0.42115,-0.28771,0.0023257,0.43739,-0.43066,-0.106,0.24441,0.87605
1.1036,-0.92839,-0.86032,-1.0218,-0.43606,-0.33159,-1.1351,-0.84594,-0.34864,0.42923,0.60513,-0.10199,-0.75783,0.66938,0.033703,0.16833,0.60206,1.3167,0.56432,0.85568,0.084718,0.74498,0.59251,0.51938,1.0796,0.41773,0.25248,-0.554,-0.75951,-0.54189,-0.39085,-0.40879,-0.40363,-0.39906,-0.21362,-0.38859,-0.49576,-0.7162,-0.76401,-0.056635,-0.30637,-0.21215,-0.29064,0.5108,0.034233,0.1896,-0.61822,0.33863,-0.38033,0.41119,0.2427,-0.12338,-0.136,-0.41647,-0.65164,-0.15344,1.2418,0.28973,-0.15355,-0.33821
1.9435,-0.65628,-0.72168,-0.22391,-0.3149,0.1265,-0.25357,-0.777,-0.077647,0.51767,0.77375,0.32419,-0.67078,-0.6984,-0.56849,0.14859,0.3394,0.96708,0.85457,0.5668,0.94426,0.41029,0.66034,0.42169,0.89452,0.21288,-1.148,-0.97874,-0.76764,-1.1061,-1.0572,-0.58553,-0.30605,-0.583,-0.28443,0.055104,-0.027344,-0.52414,-0.033851,-0.17551,-1.0081,-0.43754,-0.24554,0.030966,0.54449,-0.41365,-0.39429,-0.2589,0.48553,-0.29078,-0.067302,0.07553,-0.28751,-0.5938,-0.92601,-1.1053,0.85921,-0.0049552,-0.5744,-0.89144
0.14276,1.9928,-0.51155,-0.86849,-0.072832,-0.35522,0.66738,0.11311,0.29123,0.060395,-1.1467,-0.16441,-0.069546,0.18483,0.47082,1.048,-0.36635,-0.76192,-0.38113,-0.49614,-0.82447,-0.77951,-0.38837,-0.73005,-0.49292,-1.934,-0.67447,-0.55824,0.20792,0.059219,0.38455,0.14211,0.65246,-0.10273,0.40188,0.47892,0.44917,0.36864,0.30605,-0.67812,0.89387,1.2787,0.1721,0.31513,0.73212,1.1797,1.4102,0.5099,0.70106,0.63017,0.87614,-0.479,-0.60375,-0.51943,-0.63665,-0.085551,-0.66736,-0.86499,-0.61495,-0.52428
-0.045851,0.30321,-1.1995,-0.42324,0.94504,1.044,0.087023,-0.85393,-0.46002,0.97465,0.2182,0.62012,1.4173,1.2083,0.78498,1.1926,0.69601,0.20762,1.4456,1.3388,1.1728,0.48613,2.0939,0.69629,0.36831,1.228,0.5426,0.19615,2.0508,-0.12664,-0.32274,-0.25552,-0.21054,0.26326,-0.25439,1.2884,0.23176,-0.43121,0.38603,-0.42858,1.2857,1.1288,-0.12196,-0.29425,2.129,1.8853,2.1394,1.0151,3.0285,1.2063,0.28799,1.4116,1.3228,0.97397,2.2489,1.7274,-0.39084,-0.04702,0.092726,-0.12954
-0.70184,-0.28273,-0.46836,-1.6917,-1.6223,-3.3099,-4.9308,-4.3239,-2.5568,-1,-1.1375,-0.54734,0.29918,1.2195,-0.49979,-1.3053,-1.8985,-1.6315,-1.3348,-0.80739,-1.3669,-1.0781,-1.7314,-1.0123,-0.85233,-0.77383,1.9201,0.64099,0.52051,2.1373,2.2841,2.3627,3.0506,1.8162,0.35276,1.6174,2.0012,1.5733,3.2137,0.97732,0.90706,0.82946,0.82743,1.1954,2.1242,2.9551,2.351,1.6737,0.88074,2.0026,3.083,3.1206,-0.42754,-0.62039,0.52323,-0.43521,-0.21993,-0.99279,0.24192,0.17179
1.5503,-0.50431,-0.69652,-0.31409,-0.12621,-0.54835,0.1414,-0.24874,0.33152,0.00036734,-0.24824,-0.74075,-0.061591,-0.44426,-0.24801,0.2468,0.92204,0.47265,0.5579,0.84017,0.91694,0.82828,1.0483,0.46341,0.86845,1.1164,-0.71029,-0.44949,-0.97543,-0.94601,-0.77865,-0.5355,-0.74628,-0.61271,-0.73721,-0.082878,-0.55025,-0.33325,-0.46656,-0.35283,-0.68831,-0.67107,-0.02454,-0.53371,0.027855,-0.3854,0.077656,-0.094364,-0.30652,-0.29354,-0.081824,0.30546,-0.34693,-0.58476,-0.8974,-1.028,0.63402,0.016992,-0.45098,-0.7804
1.1799,-0.71051,-1.3984,0.076959,-0.40133,0.51156,-0.0075993,-0.6199,-0.80224,0.54313,-0.0040675,-0.4877,0.33576,-0.2425,-0.07901,0.33871,0.91482,0.73917,0.49477,0.56172,1.2663,0.63781,0.93167,0.90145,0.6781,0.37963,-0.91739,-0.66191,-0.86726,-0.43147,-0.58491,-0.25619,-0.17175,0.84966,0.39472,0.6003,-0.24329,-0.23777,0.12126,-0.16062,-0.14059,-0.40553,0.26592,-0.18204,0.20698,-0.056543,0.29504,0.55416,0.54793,0.1992,-0.21736,0.70044,-0.17779,-0.52558,-0.77516,-0.65551,1.1629,0.29887,-0.13902,-0.48875
1.0421,0.79647,-0.13002,-0.098646,0.3794,1.0331,0.58869,0.1704,0.022082,0.58745,0.91842,0.62261,-0.063966,-0.29466,0.11838,-0.085616,0.027146,0.42737,0.10802,0.48085,0.14146,-0.071349,-0.26947,0.096395,-0.15678,-0.13497,0.26021,0.015821,-0.31803,-0.6289,0.20078,-0.18322,-0.51247,-0.46598,-0.78081,-0.59737,-0.44919,-0.52359,-0.65961,-0.51172,-0.40477,-0.41162,-0.71595,0.40635,-0.34368,-0.48335,0.04518,-0.42132,-0.65623,-0.32116,0.10524,-0.96079,-0.69611,-0.60156,-0.83187,-0.68703,-0.76378,-0.69651,-0.38055,-0.42441
0.82967,1.5135,-0.29276,-0.22047,-0.18295,0.49472,0.26744,-0.43616,-0.15866,-0.42809,-0.85738,-0.10267,0.059442,1.3083,1.2622,0.7438,1.0387,0.46152,-0.037492,0.31175,0.10389,0.17556,0.48341,0.7491,0.19702,-0.91186,0.57414,-0.16162,1.3289,1.917,0.59704,-0.13639,0.26421,0.43273,0.17028,0.025178,0.28541,0.52901,-0.447,-0.27881,0.66024,0.85386,2.1421,1.902,1.076,0.94163,1.3489,1.2623,2.0256,1.3876,1.6428,0.13901,-0.62761,-0.49672,-0.71449,-0.16194,-0.67919,-0.68279,-0.39653,-0.39585
-0.23843,-0.62185,2.4599,0.95318,2.6793,1.3334,-0.1098,-0.92675,-1.1958,-0.32217,-1.3141,-0.71327,-0.96094,2.9625,2.1427,0.57512,-0.70602,-0.42364,-0.71886,-0.33085,-0.82132,-0.03231,-0.52404,-0.6643,0.12721,0.60323,0.34913,0.83808,2.2049,-0.31428,-0.30519,-0.1951,-0.15495,-0.11725,0.54357,-0.047251,-0.43739,0.77471,1.981,0.73533,2.7458,1.8759,-0.1851,1.1977,-0.16934,0.038281,0.021085,1.387,0.071739,-0.00099074,1.3435,2.2803,0.57026,1.3068,1.173,1.9347,-0.66889,0.70031,0.053219,1.4039
1.3147,0.94522,0.59568,-1.1379,-0.25135,0.80721,-0.12773,-0.30634,-0.2338,0.17188,-0.34453,-0.59407,0.20857,0.17943,0.029848,0.92064,0.72667,0.18535,0.47912,0.70565,0.44356,1.0742,0.69026,1.5198,1.5575,-0.36619,0.010882,-0.086288,-0.22686,0.12812,0.32288,-0.091565,-0.51519,-0.43079,0.21139,0.17955,0.28259,0.37762,-0.43437,-0.4175,0.80177,0.7423,0.99025,-0.050223,1.2578,0.88413,0.60408,2.1543,0.76833,2.1154,1.444,0.49273,-0.52196,-0.3763,-0.24918,0.28255,-0.65793,-0.73948,-0.36369,-0.13054
0.55055,0.35836,0.27629,0.49638,0.5443,0.78542,0.60904,0.026125,0.47084,0.2861,0.2263,-0.24197,-0.46067,-0.70424,-0.55363,-0.68083,-0.28635,-0.16431,0.31744,-0.098423,-0.24418,0.52169,0.4197,0.17033,0.11992,0.58799,-0.66842,-0.2564,-0.61607,-0.46338,-0.436,-0.43378,-0.75556,-0.80767,-0.61503,0.087062,-0.5965,-0.69761,-0.47939,-0.33264,-0.65753,-0.74273,-0.86659,-0.78476,-0.63229,-0.39196,-0.34244,-0.34305,-0.3209,-0.3893,-0.4901,-0.38528,-0.64709,-0.41734,-0.66899,-0.05485,-0.78633,-0.56391,-0.50341,-0.47857
0.33361,-0.46673,-1.0168,0.56754,-0.74395,-1.8425,-1.8216,-1.6941,-1.8603,-2.0649,-1.4727,-0.56104,-1.2833,-0.73963,-0.70482,0.1474,0.68928,0.9505,0.76629,0.63521,0.41361,0.5933,0.11742,-0.053051,0.87798,-0.11417,-0.45643,-0.36768,-0.76204,-0.13407,0.35156,0.1959,0.11017,0.30441,0.2466,0.20103,0.018168,1.0157,1.0654,-0.45165,-0.35272,0.53672,1.296,1.4828,1.5182,1.1802,0.91837,0.86111,0.88605,0.042718,0.8954,0.6158,-0.42639,-0.60572,-0.8387,-1.1155,0.14824,-0.13161,-0.48221,-0.40106
0.84642,0.23326,-0.68433,0.64493,-0.64569,-0.029451,-0.077849,0.18629,0.44179,-0.64143,-0.85696,-1.4285,-0.88262,-0.77218,-0.73966,-0.64032,-0.3489,-0.11679,-0.20353,-0.51699,-0.26204,0.097238,0.0034139,-0.2825,-0.10155,0.0024706,-1.1542,-0.80089,-0.79977,-0.76207,-0.25078,-0.46812,-0.48454,-0.57659,-0.57082,-0.22189,-0.24021,-0.40045,-0.16108,-0.69323,-0.76199,-0.75518,-0.70963,-0.35582,-0.21558,-0.70876,-0.30263,-0.40626,-0.17565,-0.25669,-0.44216,-0.21577,-0.60021,-0.64521,-0.89329,-1.0168,-0.33681,-0.62015,-0.68633,-0.75332
0.259,1.3449,0.52623,1.2439,0.18662,0.70861,0.50962,0.4512,-0.22015,-0.24701,-0.35948,-0.033797,0.12944,0.85007,0.73795,0.74465,0.016181,0.52116,-0.3008,-0.24159,-0.11152,-0.11412,0.071763,0.27119,-0.088937,-0.51155,0.14168,-0.32306,0.25032,0.08441,-0.28816,-0.52372,-0.44351,-0.11986,-0.3181,-0.51232,-0.23577,-0.33686,-0.35607,-0.49233,1.0834,0.64777,-0.016421,1.0755,-0.20601,-0.02275,-0.072153,0.26165,0.31072,0.29929,0.49983,0.51668,-0.52114,-0.26377,0.16021,0.60111,-1.0954,-1.0076,-0.73058,-0.44901
1.9278,-0.60483,-0.80627,-0.048473,0.049893,-0.11949,0.036356,-0.32969,0.4817,0.36352,-0.26375,-0.10718,0.27551,-0.41035,-0.24472,-0.091062,0.41292,1.1846,0.77476,0.77176,0.97709,0.48315,0.69439,0.61655,0.855,0.52557,-0.76955,0.46298,-0.91519,-0.047508,-0.45649,-0.18403,-0.61743,-0.24174,-0.60768,-0.49818,-0.39158,-0.54739,0.24983,-0.57475,-0.80144,-0.53182,0.11302,0.16735,0.57001,0.47003,0.11904,0.0018572,-0.045539,0.38365,0.035703,0.61636,-0.33516,-0.60228,-0.8508,-1.082,0.64695,0.066143,0.034108,-0.69668
1.4181,-0.70262,-0.44066,-0.50042,-0.63103,-0.21307,-1.3776,-0.57726,-0.78162,1.3609,0.76213,-0.091799,-1.7171,-0.79938,-0.748,-0.59096,-0.14755,-0.7248,-0.61877,0.15917,0.02745,-0.38316,-0.1485,-0.23603,-0.82513,0.75357,0.31128,-0.20073,-0.09087,-0.71898,0.0739,-0.016932,0.29433,-0.10877,0.42142,0.62364,0.19893,-0.40082,0.15712,-0.18603,-1.1221,-0.37402,-0.26313,-0.55515,0.15701,0.22944,0.20023,-0.30268,0.23372,-0.49416,-0.59196,0.10187,-0.31049,-0.59728,-0.7618,-1.0314,0.74172,-0.20636,-0.24124,-0.62837
-0.28248,-0.04086,0.81845,0.27027,0.21385,0.41698,1.2122,0.35277,0.68176,0.431,0.63742,-0.37553,0.3994,-0.59569,-0.43376,-0.19523,-0.13309,-0.28334,0.011782,0.054915,-0.090237,-0.11287,0.46742,0.1088,-0.11501,0.28966,-1.099,-1.0893,-1.1175,-0.12286,-0.73411,-0.81806,-0.72165,-0.82535,-0.89564,-0.71529,-0.83296,-0.88069,-0.50737,-0.46198,-0.93917,-0.67057,-0.5608,-1.0422,-0.78643,-0.57071,-0.58669,-1.0206,-0.49482,-0.30521,-0.57895,-0.062405,0.73187,1.6792,1.2494,1.9565,-0.81359,0.34231,-0.36907,-0.024214
