0.59219,0.34304,0.34304,0.23209,0.11596,0.41245,-1.1218,-0.27004,0.1735,-0.26799,-0.53366,-0.8278,-1.0158,-1.0841,-1.798,-1.0055,-0.5236,-0.31041,-0.70177,-0.32634,-0.21054,-0.60077,-0.036609,-0.086289,-0.94149,0.30798,0.30798,0.6447,0.58088,-0.17722,0.8504,1.3993,0.95664,0.64501,1.2274,0.81642,1.0875,0.95924,-0.35053,0.7997,0.68306,1.4068,1.1722,1.3883,0.28346,0.50409,-0.33969,0.2378,-0.065351,-0.50911,-0.50911,-0.41682,-0.1988,0.13992,0.87959,0.063727,0.5877,0.55185,-0.13763,0.36352,0.54713,0.16922,-0.23283,0.15396,-0.25847,-0.21529,-0.36891,0.078034,-0.80237,-0.050811,-0.71046,-1.0852,-0.7747,-0.019451,-0.019451,-0.53977,0.038519,0.35175,0.61704,-0.32606,0.33861,-0.080037,0.0037938,0.57694,1.1393,0.89205,1.3368,1.3927,0.091979,0.42729,0.09923,0.50974,-0.31434,-0.096194,-0.22392,0.69535,-0.8305,-0.11872,-0.3633,-0.57919,-0.14199
-0.079777,0.62251,0.62251,-0.074906,0.56112,0.44921,0.018061,0.76799,0.01586,-0.2557,-0.28017,-0.5861,-0.95175,-0.7827,-0.63044,-0.49495,-0.25446,-0.52804,-0.41576,0.0075952,-0.015288,-0.14858,0.036312,0.31083,0.733,0.12375,0.12375,1.1304,0.4197,-0.20091,1.2433,0.79056,0.18201,0.47603,0.68963,-0.0065283,-0.24875,-0.59255,-0.55822,-0.44442,-0.52401,-0.35766,-0.37734,0.058094,0.73511,1.136,0.5725,0.71797,0.98394,-0.74391,-0.74391,-0.42603,-0.48021,-0.0033947,0.02041,-0.45414,-0.37866,0.54239,0.1849,0.49868,0.85138,1.3861,0.73698,0.92682,0.30358,1.0823,1.9822,1.3338,0.93529,1.8141,2.6363,1.4342,0.43528,-0.30504,-0.30504,-1.053,-0.37476,0.44729,-0.39167,-0.22925,-0.3882,0.15946,0.2329,0.30124,0.80111,1.442,0.53473,0.4976,-0.31951,1.059,1.6032,0.13799,-0.13285,1.3367,1.6055,0.40987,0.43467,-0.58277,-0.36441,-0.61416,0.088065
0.49326,1.0314,1.0314,-0.55725,0.28449,0.53982,-0.28053,0.20583,-0.029014,0.039991,0.16374,0.38177,0.52068,0.62822,0.69818,0.80032,0.65832,0.054368,0.096202,0.40091,0.49271,0.406,0.84107,0.95876,1.0057,-0.56961,-0.56961,0.88571,0.76239,-0.21585,0.87886,0.52179,0.9552,1.1359,0.99726,0.67698,0.95587,0.62483,0.95703,0.61923,0.50277,0.21124,-0.1626,0.37477,0.61026,1.3819,1.168,1.3109,1.4385,-0.58819,-0.58819,0.094474,-0.49069,-0.61977,0.35503,-0.024216,-0.55954,-0.32959,0.4641,0.79481,-0.2104,-0.55127,-0.74986,-0.66365,-0.89266,-0.039801,0.96798,0.22231,0.60494,1.4309,1.8159,1.6628,1.5745,0.095767,0.095767,-0.79693,-0.3397,0.067337,0.25411,-0.17733,-0.43461,-0.70009,-0.2186,-0.38151,-0.082093,-0.56584,-0.77626,-0.9161,-0.86084,0.0035384,0.97154,0.44424,0.94378,1.4589,2.0695,1.1851,1.1238,-0.42115,-0.28771,0.0023257,0.43739
0.19243,-0.042846,-0.042846,0.67642,0.3672,0.60863,0.953,0.94567,-0.15918,0.43693,0.49621,0.049473,-0.1904,0.13729,-0.33339,-0.12056,-0.11298,-0.13991,-0.33948,-0.34852,-0.21487,-0.62246,-0.78916,-0.94011,-0.032579,0.49716,0.49716,0.15249,0.8256,0.30188,0.69078,0.33298,0.82418,0.97945,0.14605,0.58108,0.46939,0.56413,0.03762,0.37201,0.20721,0.15158,-0.079436,0.22214,-0.38013,-0.50656,-0.52017,-0.38499,0.68608,-0.49988,-0.49988,-0.55616,-0.68455,-0.57561,-1.0261,-1.0593,-0.22137,-0.78477,-0.7894,0.14626,0.67254,0.26462,-0.027375,-0.50152,-0.39268,-0.32155,0.073098,0.080525,0.07403,0.04641,0.19921,0.19233,1.1019,0.53652,0.53652,-0.43528,-0.30936,0.040112,-0.65218,-0.89394,-0.60803,-0.76074,-0.90778,-0.27487,0.14093,-0.16359,-0.13868,-0.4292,-0.47794,-0.33516,-0.34803,-0.17243,-0.59779,-0.59563,-0.5285,0.58227,1.5947,-0.136,-0.41647,-0.65164,-0.15344
2.4348,0.47565,0.47565,0.017879,0.047298,0.60944,0.91972,-0.21713,0.1526,-0.1125,-0.058848,-0.54213,-1.0834,-0.94144,-0.33238,-1.1178,-1.2086,-1.3057,-1.1991,-1.8055,-1.9025,-1.6235,-1.8225,-1.5545,-0.56058,-0.26693,-0.26693,0.048408,0.45491,0.048424,-1.0904,0.31905,0.55061,0.27638,0.40785,-0.16016,-0.87026,-0.098514,0.73478,-0.30042,-0.26983,-0.55482,-0.47482,-1.258,-0.72214,-0.36888,-0.50897,-0.81719,-0.3306,-0.29953,-0.29953,-0.42814,-0.11339,-0.70859,-0.69004,-0.081604,-0.19597,-0.15591,-0.47772,1.558,-0.53242,-0.1571,-0.09471,-0.56048,-0.58525,-0.62604,-0.19101,-0.93481,-0.90772,-0.54982,-0.80548,-0.9186,-1.3113,0.2232,0.2232,0.52032,0.11363,0.083492,0.60926,-0.35884,-0.17911,-0.35079,-0.66955,0.56127,-0.28915,-0.20722,-0.3908,-0.26739,-0.30522,-0.3662,-0.0466,-0.60107,-0.45339,-0.66291,-0.84787,-1.366,-1.3654,-0.28751,-0.5938,-0.92601,-1.1053
0.37598,0.19137,0.19137,1.0643,-0.91977,-0.68137,-0.21924,-0.08798,-0.72503,-0.94192,-1.0207,-0.34113,-0.73617,-0.72288,-0.30709,-0.62204,0.36004,1.0051,0.95907,1.3021,1.4325,1.6169,1.6184,1.4787,1.191,-0.45117,-0.45117,-1.4851,-0.39527,-1.0896,-0.85604,-0.8298,-0.097792,-0.7551,-1.3711,-0.73065,-0.4352,-0.81062,-0.25872,-0.37829,0.84798,1.1205,1.6725,1.7848,2.3677,2.0581,1.6693,1.4678,1.432,0.23682,0.23682,-0.23175,1.1128,0.97803,0.031007,0.64505,0.67703,1.2295,1.1431,-0.11944,0.283,0.64702,0.082045,0.35008,0.039756,-0.60395,-0.35176,-0.59476,-0.43446,-0.34573,-0.20582,0.24348,-0.26661,0.49908,0.49908,0.86788,0.12551,0.81068,0.57263,0.86973,1.5189,1.7941,1.2975,-0.34502,0.75741,0.55224,0.31955,0.4853,-0.073657,-0.012883,0.1387,0.2712,0.20857,0.18377,0.99463,-0.17409,-0.6421,-0.60375,-0.51943,-0.63665,-0.085551
-0.022285,0.30193,0.30193,0.18586,0.43557,0.38316,0.06447,-0.48252,-1.2504,-0.64261,-0.81056,-1.0772,-0.94642,-0.4631,-0.19502,-0.36318,-0.080315,0.19621,0.27696,-0.0263,0.052163,0.2756,0.342,0.51771,1.5654,0.29647,0.29647,0.7164,0.043591,0.50846,0.69028,0.4929,0.42007,-0.15512,-0.27078,-0.52956,-0.12727,0.34999,0.23201,0.28425,0.64405,0.87494,0.91653,0.69786,0.93413,0.28728,0.54737,1.4063,1.0732,-0.15036,-0.15036,-0.56084,-0.065387,-0.45898,-0.21028,0.68775,0.90692,0.33275,1.4022,1.4581,1.0561,1.4367,1.1933,1.1103,0.84232,0.79076,0.22458,0.7213,0.30839,0.30619,-0.01121,0.6096,1.0332,-0.24748,-0.24748,-0.10447,0.039795,-0.66364,0.23167,-0.034498,1.0815,0.55762,1.4017,1.7053,1.51,0.6063,0.52179,1.0187,0.46495,0.33697,0.3256,0.24802,0.4667,0.25379,0.22489,1.1613,1.2361,1.3228,0.97397,2.2489,1.7274
-0.46654,-5.0229,-5.0229,-2.317,-2.126,-0.96508,-3.0652,-1.7844,-2.4663,-0.86164,-1.1889,-1.2006,-1.8178,-0.79308,-1.0307,-0.84761,-0.58458,-0.4299,-0.47692,-0.41197,-0.13937,-0.16906,-0.23816,-0.12342,0.87223,-2.0879,-2.0879,-3.1366,-2.3124,-2.3579,-3.0693,-2.3795,-2.377,-1.164,-1.4145,-1.2874,-1.8155,-1.063,-1.3244,-0.86037,-0.78292,-0.68417,-0.49391,-0.40764,-0.13514,-0.35063,-0.57249,-0.13904,0.64326,3.4839,3.4839,4.6406,0.75177,2.3524,1.9699,2.4962,2.1737,1.578,1.7544,1.2625,0.96945,1.3075,1.1444,0.48873,0.40901,0.52211,0.37524,0.41184,0.34642,0.66818,0.60521,1.0639,0.987,2.7986,2.7986,3.2451,2.7716,2.5123,2.5618,3.2589,2.8375,1.507,1.7131,1.6868,2.2451,1.2901,1.5412,1.1737,0.69805,0.15929,0.24613,-0.25628,-0.068875,-0.24512,-0.29738,0.1596,1.0316,-0.42754,-0.62039,0.52323,-0.43521
1.3252,0.37205,0.37205,0.7414,0.61872,0.60229,0.95963,1.2181,0.64313,0.16325,0.18656,0.37257,-0.22992,-0.76344,-0.42432,-0.2913,-0.67999,-0.81164,-0.39316,-0.79985,-1.1161,-0.96919,-0.74803,-0.6978,-0.49367,0.54322,0.54322,0.30515,0.17633,0.42037,0.23482,0.047702,-0.010443,0.69178,1.1791,0.67649,0.66376,0.70351,0.89814,0.60749,0.24741,0.41468,0.12235,-0.19367,-0.24016,0.18483,-0.49329,-0.90815,-0.73533,-0.47773,-0.47773,-0.90165,-0.59668,-0.87825,-0.93257,-0.90723,-0.84924,-0.31424,-0.46648,-0.35284,-0.15698,-0.20375,0.081519,-0.18776,-0.31774,-0.12062,0.15323,-0.084067,0.11726,0.46461,0.19091,0.087948,-0.86325,-0.62207,-0.62207,-0.98114,0.051676,-0.74252,-0.63702,-0.58847,-0.84886,-0.56688,-0.57493,-0.48858,-0.50136,-0.015717,-0.041927,-0.47425,-0.2465,0.15942,0.082908,-0.35993,-0.082062,-0.072418,-0.41126,-0.10592,-0.8722,-0.34693,-0.58476,-0.8974,-1.028
0.46563,0.48145,0.48145,0.45417,0.71674,0.32737,0.027193,0.30668,0.056596,-0.393,-0.89899,-0.74898,-0.50367,-0.95589,-1.3132,-1.0546,-0.62252,-1.2302,-1.3461,-1.4545,-1.348,-1.5187,-1.2734,-1.0215,-0.25302,0.45809,0.45809,0.52535,-0.48151,-0.20555,0.63487,0.46711,0.28232,0.19289,-0.079186,0.065883,0.29254,0.18082,-0.48921,-0.25839,0.33607,-0.71431,-0.61389,-0.54601,-0.38909,-0.47371,-0.53077,-0.50873,0.7329,-0.58828,-0.58828,-0.55027,-0.19234,0.22576,0.41006,-0.065739,-0.56632,0.29764,0.5976,0.56856,0.43226,0.38204,0.712,1.0868,-0.028344,0.16399,0.67847,0.81555,1.1717,1.3981,1.6614,0.41284,0.19621,-0.44418,-0.44418,-0.56092,0.60998,0.68084,-0.066834,-0.60343,-0.17345,-0.15093,0.16473,0.3441,0.22729,0.60834,1.1271,1.1778,0.29388,0.40548,1.3451,1.8808,1.6094,1.4613,0.61088,-0.40356,0.51015,-0.17779,-0.52558,-0.77516,-0.65551
