-0.68796,-1.098,-0.80144,-0.75723,-0.50614
-0.27241,-0.51526,-0.22099,-0.75097,-0.77046
-1.0023,-0.49045,-0.92695,-0.71757,-0.33647
-0.63078,-1.0198,-0.91894,-0.86748,-0.53968
0.26207,-0.53155,-0.81104,-0.82822,-0.84921
-0.8683,-0.88116,-0.67067,-0.72608,-0.42193
0.15506,-0.28235,-1.0449,-0.49675,0.1862
0.67057,-0.38931,-0.62175,-0.76117,-0.78636
-0.66531,-1.003,-0.99827,-0.72536,-0.64327
-0.74454,-0.57676,-0.65055,-0.38963,-0.38417
0.6626,-1.0165,-1.0698,-0.76149,-0.48875
-0.6614,0.24521,-0.085655,-0.40031,-0.20109
-0.90084,-0.93059,-0.54425,-0.20454,-0.32679
0.11539,0.26304,-0.62381,-0.71564,-0.30393
-0.87428,-0.30404,0.19371,-0.18728,0.31339
0.061346,-0.22605,-0.32067,-0.18463,-0.10097
-0.70287,-0.058081,-0.63227,-0.4248,-0.4587
0.27184,-1.0788,-1.0625,-0.75049,-0.33026
-0.32515,-1.0268,-1.3007,-0.77651,-0.28381
-1.1622,0.35536,0.58921,0.78048,1.6524
-0.59567,-1.1707,-1.2856,-0.92514,-0.63681
-1.1398,-0.20461,-0.55294,-0.69131,-0.70016
0.14873,-0.63226,-0.83184,-0.63173,-0.45572
-0.63005,-1.1486,-1.1953,-0.8389,-0.52155
-0.52285,-0.42992,-0.50653,-0.60868,-0.41771
0.6143,-0.29123,-0.44732,0.87491,0.54466
-1.1635,0.097088,-0.57145,-0.29383,0.064223
-0.83196,-0.87172,-0.98113,-0.65614,-0.21202
-0.69325,-0.0522,-0.27997,-0.15781,-0.62514
-0.43297,0.49013,-0.89563,-0.22638,-0.72699
-0.40208,0.44602,-0.23494,0.36863,-0.086567
-1.0579,-0.19475,-0.42606,-0.54549,-0.28928
-0.55922,0.30678,-0.08817,-0.36024,-0.69196
-0.36946,-0.29056,-0.47155,-0.35237,-0.68898
-0.63787,-0.49339,-0.58426,-0.53465,-0.7563
-1.032,-0.15512,-0.48252,-0.41227,-0.16979
-0.25168,-1.0794,-1.0316,-0.7146,-0.23984
-0.46248,-0.47801,0.69231,0.33876,1.1093
0.17369,0.27658,0.043739,-0.18736,-0.62265
-1.0177,-0.03419,-0.70291,-0.60266,-0.57868
-0.68674,-1.0028,-0.57214,-0.63325,-0.63408
-0.073875,-1.1018,-1.2657,-0.37204,0.27612
-0.23888,-0.7353,-0.9034,-0.57287,-0.093771
-1.1127,0.44792,-0.37256,-0.27424,-0.40106
-0.082537,-0.15089,-0.60255,0.54842,0.3196
0.4145,-0.71637,0.41615,0.25878,1.1548
0.90437,0.68554,0.83199,1.5687,1.7035
-0.94058,0.28797,0.64613,0.0064047,-0.075636
1.244,-1.368,-1.02,-0.45692,-0.1596
-0.42952,2.7394,0.18456,0.82304,0.17055
0.43895,-1.2343,-0.55202,-0.25561,-0.09551
-1.0548,-0.62019,-0.53168,-0.66995,-0.40305
-0.82652,1.088,4.2282,0.45399,1.153
0.65275,-1.3461,-0.019358,-0.59816,-0.23363
0.38388,1.0554,0.84571,0.76884,-0.1755
-1.0943,1.5628,0.73643,1.1258,-0.18072
-0.88037,-1.7026,-0.96124,-0.92907,-0.31486
0.073956,0.68321,0.54166,0.097704,-0.37423
0.30668,2.4508,3.0091,1.0495,2.0049
-0.47241,0.36203,-0.13801,-0.48567,-0.67606
0.79153,0.034236,-0.20613,0.08325,-0.099484
-1.1571,-0.094285,0.75998,0.0039957,0.50765
-1.1796,0.4742,-0.63707,-0.13709,-0.43112
1.0652,1.5642,0.25612,0.33153,-0.55285
-0.11397,-0.45492,1.3704,0.6333,1.2877
1.529,0.42678,1.9718,-0.28813,0.15042
1.3527,0.84733,0.45593,0.32174,-0.32728
-1.3776,2.4523,2.3182,1.0311,0.8065
-0.2636,1.142,1.6701,1.0303,1.4231
1.346,-0.044727,-0.14441,-0.50799,-0.80102
-0.41518,-0.99608,-0.32593,-0.56066,-0.28779
1.6129,-1.2237,0.22,-0.52517,0.29351
-0.67225,-1.0415,-0.6677,-0.53842,-0.39262
-0.33907,-0.82241,-1.0579,-0.57488,-0.35858
-0.48605,-0.76519,-0.88534,-0.79273,-0.14519
-0.73706,-0.13116,-0.89608,-0.38112,-0.14793
0.43615,-0.089385,-0.13824,-0.0071658,0.039133
3.101,-0.21576,0.12993,-0.23152,-0.47733
1.9955,0.90699,0.95841,-0.24011,-0.24406
0.3045,-0.10268,-0.18716,0.22506,-0.25127
0.054524,0.54189,0.71403,-0.20382,-0.13252
0.51557,2.5055,1.47,0.98741,0.41027
1.3773,0.62447,0.78536,-0.094772,-0.36554
2.4456,0.4334,0.29407,-0.053819,-0.31064
0.58973,-0.57462,0.16856,0.06173,-0.41721
2.8484,0.93701,0.18982,-0.26444,-0.4731
2.8622,-0.96741,-0.77332,-0.75691,-0.64874
-0.7151,-0.77469,-0.20865,-0.48872,-0.19786
1.0749,-0.45835,-0.047706,-0.30949,-0.55831
1.1804,-0.61266,-0.33484,-0.67469,-0.42094
0.7772,-0.22403,-0.42743,-0.62635,-0.64725
0.32512,-0.027084,0.55857,-0.10762,-0.48379
1.0139,-1.4455,-0.80852,-0.6832,-0.33002
-0.434,0.38654,0.31647,-0.69163,-0.8266
0.075604,1.0593,0.051969,0.2367,-0.74065
1.5695,-0.28088,0.23509,0.56833,-0.24382
-0.091659,-0.56169,0.17085,-0.030051,0.28482
0.27629,-0.59477,0.38231,-0.2047,0.22843
1.1717,0.25146,-0.084969,-0.095655,-0.71482
-0.66328,2.3286,0.84137,1.8548,0.39238
-0.55458,-1.4514,-0.80624,-0.62731,-0.049801
-0.36635,-0.052445,-0.24728,0.11449,-0.13948
0.55164,-1.1832,-0.90043,-0.68087,-0.50788
0.73431,-0.59538,-0.46515,-0.70151,-0.56527
0.48299,-1.1348,-0.83984,-0.63189,-0.52627
-0.4076,-0.64598,-0.069652,0.65353,1.5132
0.4419,-0.46876,-0.33873,0.43841,0.36357
-0.11063,-0.78682,-0.90683,-0.50229,-0.56775
1.2086,0.99453,0.018592,0.21896,-0.44777
0.89908,1.8003,3.632,1.4675,2.769
-0.82962,-0.38006,-0.95461,-0.71652,0.12384
1.2412,-0.030392,1.3743,0.054423,0.33102
-1.1438,1.8107,0.62098,0.27765,-0.066196
0.38196,-0.54417,0.48153,-0.022744,0.014539
1.9916,0.23223,0.4653,-0.16286,0.091549
-0.053753,0.84727,0.25086,0.29315,-0.081598
-1.1651,1.9559,1.3573,0.56809,0.45772
1.4971,0.99662,0.39169,0.21462,-0.34393
-0.34665,-0.63545,-0.75983,-0.13219,-0.23065
-0.46037,0.74123,0.28012,0.81838,0.37475
1.0105,-0.12136,-0.33873,-0.24067,-0.84648
-1.0688,-0.82694,-0.5255,-0.11685,0.24134
0.2068,-0.29056,0.39009,3.2706,2.8284
0.11834,0.94044,0.020878,0.40541,-0.42069
0.79287,0.23265,0.74283,0.112,-0.26866
1.5562,-0.037192,0.01722,-0.20237,-0.38144
-1.3383,3.5637,1.3219,-0.37421,-0.18569
0.63975,-0.66834,0.44312,0.077067,0.25501
0.098064,-0.84544,0.383,1.2338,1.283
0.75523,-0.53382,-0.33941,-0.41388,-0.60601
-0.71219,0.11651,-0.41508,-0.20663,-0.48404
-0.78961,0.31027,-0.5255,-0.20767,-0.69047
-0.76267,-1.1174,-0.86019,-0.51465,-0.013035
0.31186,-0.38937,-0.11423,-0.32105,0.003609
-0.88769,1.2318,0.089233,-0.066747,-0.42392
-1.2241,0.26083,0.5268,0.13408,0.73023
-0.7141,1.6859,0.25795,0.022786,-0.84971
-0.75373,-0.29632,-0.23585,-0.40962,0.034661
0.3252,0.14824,0.16285,0.29187,0.35388
0.19312,-0.41001,-0.64027,-0.53738,-0.56403
0.91882,-0.61045,-0.76737,-0.48591,-0.60551
-0.81295,-1.3165,-1.1894,-0.90514,-0.35809
-0.39694,1.1027,-0.39657,-0.59471,-0.5367
0.27805,-0.59716,-0.45143,-0.57496,-0.43932
-0.21952,-0.48095,0.0073899,-0.26484,-0.21723
-1.0909,-0.88428,-1.1409,-0.60475,0.39512
-0.46106,0.35756,-0.12909,-0.27609,-0.47534
1.1139,0.86185,-0.28455,-0.19049,-0.82685
1.9089,0.54936,-0.34604,-0.34852,-0.62688
0.45455,-0.66259,-0.60598,-0.68906,-0.51857
-0.34731,1.1951,0.25932,0.050087,-0.61222
-0.064791,0.63555,-0.16315,-0.41324,-0.6152
-0.45846,-1.1104,-1.0488,-0.5821,-0.27363
0.74431,1.659,0.5492,0.49044,-0.38119
3.0446,1.3771,-0.090227,-0.24654,-0.44901
-0.32431,0.92941,0.27875,-0.17154,-0.18742
-0.71878,-0.16124,-0.40594,-0.48583,-0.57197
1.8265,0.54054,0.048997,-0.17306,-0.67358
1.6396,-1.048,-0.77538,-0.49129,0.031432
-0.4084,-0.0269,-0.18533,-0.44311,-0.63731
0.026238,0.11957,-0.44092,-0.019211,-0.76475
0.71254,2.6023,1.1219,1.1243,0.74066
1.7515,1.1717,-0.0088416,-0.15251,-0.48105
0.41086,0.80108,0.36402,0.51052,-0.19438
0.031642,-0.57413,-0.61558,-0.6347,-0.73543
0.41596,-0.37497,-0.253,-0.41155,-0.59557
0.84412,-0.72072,-0.14441,-0.090275,-0.489
0.83591,0.11681,0.99636,-0.030774,-0.52179
-0.78141,-0.077623,-0.12498,0.3011,-0.64849
3.7181,-1.1571,-0.84579,-0.86797,-1.0991
0.61879,-0.537,-0.27586,0.94678,0.68924
-0.14064,-1.4002,-0.94501,-0.6396,-0.075388
0.83699,1.9181,1.1527,-0.034146,-0.4505
0.18879,0.53129,0.21748,1.8651,1.6449
-0.82326,-0.068311,1.2003,0.35659,0.6726
1.884,-1.6716,-1.023,-0.57142,-0.33797
1.7388,0.52725,0.67859,-0.37076,-0.41025
-0.11619,-1.4552,-0.87734,-0.62298,-0.33026
0.32853,1.863,0.31236,0.34559,-0.88225
-0.64948,-0.32002,0.49799,0.5701,0.071675
-0.55957,-1.2732,-0.52688,-0.55697,-0.53521
0.46114,0.97444,0.77301,-0.10987,-0.24332
1.255,0.96948,0.21954,0.23622,-0.25176
-0.51005,0.030316,0.058142,0.77101,0.29426
-0.21013,-0.21215,0.65893,0.23839,0.7737
1.458,0.72646,1.4346,1.7396,0.52876
-0.81924,-1.1871,-0.39611,-0.29287,-0.17749
-0.070042,-0.017283,0.25703,-0.16463,-0.52378
-0.31975,0.60474,1.1683,0.87331,4.0754
0.10584,-1.1947,-0.78155,-0.77129,-1.0964
-0.49498,-0.5299,-0.37691,-0.22229,0.28407
-1.1477,1.8088,1.3068,1.1815,0.43759
-0.39767,1.2282,0.31922,5.395,3.8317
0.71871,-0.037559,-0.42834,-0.26372,-0.5449
0.48625,0.42825,0.92549,4.8144,3.2072
-0.88769,-0.31843,-0.090685,-0.4529,-0.048062
0.27771,5.3614,4.589,1.5761,1.2564
3.2321,-0.39213,0.43101,-0.43813,0.043604
-0.26448,0.44296,1.4134,0.21574,0.027457
-0.28732,-0.53094,-0.98158,-0.4521,-0.55657
-0.48222,-0.13655,0.44244,0.49623,0.11689
-0.66152,-0.35004,-0.47087,-0.14849,-0.75084
1.8252,1.4217,2.4677,0.27195,0.68104
0.36138,-0.40346,-0.29095,-0.44656,-0.30393
0.40465,-0.19653,0.66808,0.084535,0.037642
-0.38318,1.2886,0.74946,0.12043,-0.41423
1.8452,1.3891,4.372,1.6799,3.1789
-0.74438,0.63016,1.3672,0.30985,0.51932
0.18327,-0.027758,-0.021872,-0.63896,-0.1827
1.7198,0.023638,0.17268,0.33394,0.11763
-0.87416,2.6116,5.5469,2.7759,2.9387
-1.0716,0.45129,0.86194,0.6924,0.36158
0.66926,-1.0237,0.74009,-0.22582,0.89866
0.24724,-0.26636,-0.28752,-0.46166,0.28407
-0.43672,1.2923,0.40129,0.55645,-0.18097
0.1907,1.719,0.71814,0.33426,-0.29424
-0.93338,3.9671,5.5796,5.4791,4.8463
-0.82778,-0.71515,-0.3417,-0.46696,-0.018997
0.0039309,-0.25466,0.17885,-0.40272,-0.42218
-0.090164,0.016471,0.085804,-0.40488,-0.32853
-0.26609,1.3394,0.554,-0.46182,-0.46665
-0.15647,-0.15407,-0.33256,-0.35566,-0.13327
0.40706,-0.41865,3.0763,0.48627,4.0518
0.87152,0.63647,0.80433,-0.049323,0.19663
0.92288,0.56382,0.37843,-0.32001,-0.053527
-0.98412,0.38991,-0.1963,0.35064,-0.030424
-1.0031,-1.1818,-1.2509,-0.92241,-0.72897
-1.2776,1.1403,0.31579,0.24505,0.096269
-1.3748,3.5691,2.9434,0.5326,0.21824
-1.1031,-1.2758,-0.92192,0.10276,0.62912
-1.3024,-0.63869,-1.2843,-0.63695,-1.0224
-1.1094,-1.0903,-0.31998,-0.44921,0.59459
-1.148,-0.8523,-0.73537,-0.76848,-0.41721
-1.0123,-1.0679,-1.2564,-0.58949,-0.19041
-0.54814,-1.1091,-0.89403,-0.49932,-0.37324
-0.63852,-1.222,-1.1117,-0.54806,0.32407
-1.2722,-0.98181,-0.88511,-0.50783,-0.22096
-0.95457,-0.47091,-0.98753,1.5558,2.0496
-0.40338,-0.55263,-0.78292,-0.031336,0.14769
-0.41783,-0.56414,-0.37736,0.79775,0.69272
0.31485,-0.25086,-0.69559,-0.41372,-0.4038
-1.1273,-0.12724,0.087175,-0.13476,-0.079859
-0.30124,1.401,-0.70222,-0.20558,-0.23139
-1.2615,-0.80538,-0.66953,-0.73258,-0.97888
-1.2301,-0.69946,-0.044505,-0.54035,-0.13973
-1.1542,-0.65481,1.7183,-0.34265,-0.1832
-0.32761,-0.74308,-0.46172,-0.040971,-0.48105
-1.3309,-0.042828,-0.87985,-0.46784,-0.98037
-0.83706,0.061803,-0.45898,-0.31334,-0.27437
-0.40257,1.1547,-0.29804,0.21751,0.73421
-0.62242,-0.1972,-0.68439,0.25726,0.55808
-0.74185,-0.23242,-0.43703,2.4395,4.4838
-1.0335,-0.53976,-0.70428,-0.76013,-0.98932
-0.72756,-0.58816,-0.35816,-0.7097,-0.84126
-0.72779,-0.31525,-0.70656,-0.68513,-1.0909
-1.272,0.51052,-0.044505,-0.30162,-0.73022
2.9323,-0.12694,0.94607,-0.22783,-0.47186
0.22654,2.3468,1.607,0.54384,0.22743
0.25134,1.5213,1.2247,-0.31222,-0.37572
0.70031,1.0135,0.5252,0.0034337,-0.62911
-0.33646,-0.65836,-0.43246,-0.052615,-0.1996
1.1849,0.31946,0.36882,-0.46182,-0.26344
0.23217,-0.47311,-0.2338,-0.37887,-0.34765
0.22386,0.67237,0.33865,-0.36056,-0.23189
0.99133,-0.32358,0.32447,-0.042497,-0.14047
1.1278,0.69694,1.158,0.3162,-0.26791
-0.29752,-0.71233,0.15942,1.8374,6.264
-0.11768,0.27988,0.81965,-0.1497,0.0055963
-1.0564,0.59084,0.24789,-0.13749,-0.37846
-0.37414,1.1139,0.87314,0.47615,-0.077624
-0.666,-0.89825,0.33088,0.14034,1.0686
0.81909,-0.86131,-0.31358,-0.37092,-0.30368
0.93695,-0.76146,-0.087027,-0.52911,-0.37225
1.5371,-1.0625,-0.6565,-0.34707,-0.1052
0.23984,0.28479,0.30641,1.5965,1.7405
-0.89712,-0.79521,0.37797,-0.23674,-0.17227
0.085684,-0.7949,-0.32273,5.6582,3.5947
0.079207,0.019779,-0.13458,-0.66618,-0.68302
2.3116,-0.72838,-0.20316,-0.34362,-0.3879
-0.5378,-0.29172,0.67448,-0.53039,-0.079363
-0.30403,0.40295,-0.35244,0.14139,-0.65594
-0.82288,4.5178,5.3267,2.9587,3.3734
1.4128,-0.62271,-0.36776,-0.64996,-0.18742
-0.36348,-0.9434,0.78215,-0.32137,0.064471
-0.8916,-0.0065624,-0.77743,-0.61021,-0.99702
-1.2857,1.0731,0.23097,0.37265,-0.096752
-0.96538,0.15185,-0.32821,4.2413,2.5432
-0.93353,-1.049,-1.2918,-0.85054,-1.1431
-0.73856,-0.15836,0.31213,-0.0086111,0.42915
-1.0795,-0.097103,-0.14212,-0.13018,-0.40007
-0.9985,-0.74651,-1.1519,-0.42207,-0.411
-0.74783,-0.62289,-0.75914,-0.53224,-0.6778
-0.74691,-0.1632,-0.79275,-0.47788,-0.18792
-0.9568,-0.77438,-0.067366,-0.17459,0.98014
-1.1092,-0.38422,-0.55591,-0.63446,-0.16457
-0.51399,-0.57456,-0.23562,-0.46302,-0.56104
-0.83641,0.46997,-0.049992,4.3913,3.3319
-0.69494,0.57864,-0.59432,-0.41203,-0.43659
1.1282,-1.2867,-1.1128,-0.69115,-0.69097
0.00078798,-0.51593,-0.69056,-0.39814,-0.79207
-0.5652,-0.63122,-0.51865,-0.43026,-0.2704
-0.24125,-0.2946,-0.54311,-0.72158,-0.97615
-1.1338,-0.19285,0.43329,-0.27103,0.28482
-0.57398,0.26151,-0.014557,0.061891,0.00187
0.24402,0.60603,-0.22739,-0.28837,0.22097
-0.70824,-0.78222,-1.2255,-0.6241,-0.59607
-1.0328,0.68407,0.97145,3.654,2.3936
-0.78122,-0.22648,-0.20842,-0.36024,-0.054024
-0.47233,0.26549,-0.15058,5.7521,3.8362
2.1236,-0.62154,-0.38468,-0.058798,-0.45249
-0.95699,-0.312,-0.42972,-0.2858,-0.84101
-0.83752,-0.88961,-0.50699,-0.18157,0.10621
-1.1021,0.17158,0.31327,-0.30668,-0.0421
-1.1856,-0.68531,-0.0010688,-0.34747,-0.19761
-1.1038,-0.11377,-0.13389,-0.5646,-0.79182
-0.98217,-0.83221,-0.99073,-0.60692,-0.86958
