0.59219,1.1423,-1.1217,-0.97952,0.67674,0.67092,-0.2579,-1.0898,-0.080337,-1.2739,0.34788,0.25801,1.7165,0.92114,2.3028,0.83559,1.0124,1.5097,1.4182,2.3569,1.5916,1.5626,2.0855,1.7586,2.3449,2.9879,3.8564,-0.88809,-0.59111,-0.9513,-0.79033,-0.50758,-0.12156,-0.54918,-0.44767,-0.53281,-0.049567,0.1573,1.2499,1.4894,0.016604,-0.17446,0.14742,0.58749,0.84559,1.7718,1.1631,1.4595,0.68887,2.3607,1.9449,4.3457,6.7691,1.6515,0.86165,-0.14922,-0.31047,-0.42963,-1.1798,-1.2814,-1.3108,-1.5581,-1.4122,-1.1582,-1.0451,-0.86674,-0.50906,-0.69823,-1.5187,-1.1824,0.22582,1.9642,0.2193,0.16621,1.1275,0.055822,0.59455,1.8005,0.72704,1.696,1.6015,0.5168,0.621,1.1025,1.4627,-0.8248,-0.22451,2.0315,0.087903,-0.19118,-1.0082,-0.93215,-0.49666,-0.99915,-0.60051,-0.53342,-0.67544,-0.43708,-0.70761,-0.92967,-0.76742,-0.67291,-0.087918,-1.3379,-0.87654,-0.0012502,-0.078867,0.10505,-0.40289,-0.38256,-0.061157,-0.28269,1.3416,1.5346,1.8653,2.4551,2.2075,0.97671,0.46891,0.79399,0.17063,0.17748,0.80734,-0.022147,1.7737
-0.079777,0.10062,0.70901,0.51204,0.87989,-0.46933,-0.53707,-0.026445,0.564,-0.45742,-0.46816,0.15311,-0.28545,-0.20735,1.055,1.2096,1.3291,2.435,1.5397,0.80222,0.83101,1.4654,1.0926,0.90305,1.1536,0.79192,1.0991,-0.28728,0.81805,0.58752,0.69518,-0.087271,-0.76589,-0.86422,-0.81687,-0.37205,-0.51083,-0.53314,-0.54189,-0.021915,-0.11197,1.5079,0.58424,1.5685,0.66953,0.53174,0.31014,0.52342,-0.077044,-0.065454,0.66295,-0.16698,1.0563,-0.69597,-0.43103,-0.43573,-0.39629,-0.59903,-0.57053,-0.17317,-0.14229,0.074385,0.12838,0.44283,0.25811,0.52179,0.66772,0.81734,0.81787,1.1605,0.26077,0.010618,1.2717,0.71604,0.6933,-0.094942,0.37319,0.30289,0.43057,0.47156,0.5322,0.54227,0.6216,1.0899,0.274,0.42115,0.11191,-0.75279,-0.98496,-0.40804,0.58402,0.31975,0.76412,0.04284,0.45977,0.51212,1.3991,0.7772,0.97575,0.76322,0.83515,0.64745,0.23482,0.18112,-0.4271,-0.98669,-1.0134,-0.065908,0.94931,0.57234,0.80439,0.70068,0.40088,1.1188,1.6757,1.6216,1.0955,0.9688,0.80951,2.0274,1.6031,1.0491,0.86191,-0.54094,-0.76695
0.49326,0.27662,0.81382,-0.2798,0.59853,-0.25297,-0.14829,-0.45921,0.11761,-0.071579,0.50515,0.41495,-0.15219,-0.24823,0.84024,0.58472,0.91894,1.1097,0.91388,1.1017,1.3017,1.5041,0.90561,0.76789,0.58566,0.47344,0.39575,1.4369,0.43312,0.83608,-0.34593,0.11203,-0.0049141,0.0068271,0.28673,0.082004,0.15016,-0.36542,-0.10006,-0.33368,-0.26064,0.54735,0.65082,0.073331,0.34706,0.14373,1.1994,0.77223,0.79375,1.4007,0.16204,-0.012495,0.1972,-0.5226,-0.69361,-0.90536,-0.89111,-1.1246,-1.3427,-0.9246,-0.82001,-0.72702,-0.46604,-0.38474,-0.22119,-0.19857,0.094577,-0.099846,-0.0096923,0.73524,0.48395,0.047428,0.48925,0.22291,-0.034889,-0.95266,-0.12845,0.68369,0.18946,1.3272,0.68943,1.4511,1.4735,2.1266,0.92201,0.43512,1.6986,-0.17327,-0.86456,0.074669,1.136,1.0949,1.2621,1.0049,1.0842,1.3859,1.161,1.6208,0.86384,1.2414,0.99428,1.7078,0.79105,1.1027,1.3937,0.057878,-0.72725,0.27147,0.40809,1.462,0.7189,0.011392,1.2472,0.68624,1.0358,1.106,0.37822,1.6877,2.1004,3.2039,2.0063,1.001,1.3891,0.33461,-0.57338
0.19243,1.1036,-0.92839,-0.86032,-1.0218,-0.43606,-0.33159,-1.1351,-0.84594,-0.34864,0.42923,0.60513,-0.10199,-0.75783,0.66938,0.033703,0.16833,0.60206,1.3167,0.56432,0.85568,0.084718,0.74498,0.59251,0.51938,1.0796,0.41773,0.25248,-0.554,-0.75951,-0.54189,-0.39085,-0.40879,-0.40363,-0.39906,-0.21362,-0.38859,-0.49576,-0.7162,-0.76401,-0.056635,-0.30637,-0.21215,-0.29064,0.5108,0.034233,0.1896,-0.61822,0.33863,-0.38033,0.41119,0.2427,-0.12338,1.3705,0.49832,0.37071,0.15974,-0.20134,-0.55344,-0.88166,-1.0288,-1.2486,-1.4231,-1.3583,-1.3215,-1.3372,-1.6033,-1.2966,-1.0262,-0.9614,0.16263,0.35681,-0.19198,0.40258,-0.18906,0.11856,-0.044228,0.27297,0.1203,0.13584,0.29974,0.13145,0.035324,0.056201,0.60675,0.98356,0.88936,1.2377,-0.00055514,-0.38801,-0.8068,-0.42959,-0.65427,-0.55682,-0.35935,-0.43624,-0.3776,-0.17155,0.18787,0.22221,0.27904,0.27003,1.0588,0.81687,1.2937,1.4041,0.68695,-0.49896,-0.58193,-0.22293,-0.2582,0.28232,0.3614,0.6573,0.38436,0.51414,1.0196,0.68489,0.47805,0.13036,0.61802,1.1233,1.3369,1.3406,1.2559
2.4348,1.9435,-0.65628,-0.72168,-0.22391,-0.3149,0.1265,-0.25357,-0.777,-0.077647,0.51767,0.77375,0.32419,-0.67078,-0.6984,-0.56849,0.14859,0.3394,0.96708,0.85457,0.5668,0.94426,0.41029,0.66034,0.42169,0.89452,0.21288,-1.148,-0.97874,-0.76764,-1.1061,-1.0572,-0.58553,-0.30605,-0.583,-0.28443,0.055104,-0.027344,-0.52414,-0.033851,-0.17551,-1.0081,-0.43754,-0.24554,0.030966,0.54449,-0.41365,-0.39429,-0.2589,0.48553,-0.29078,-0.067302,0.07553,1.1947,0.52157,0.35438,-0.062629,-0.41434,-0.56791,-0.96821,-1.0864,-0.87402,-0.72917,-0.64961,-0.63417,-0.7252,-0.73509,-0.80122,-0.95963,-1.1975,-1.4238,-0.061469,0.21158,0.13011,0.35217,-0.0028598,0.17423,0.18095,0.57597,0.56767,0.47441,-0.21927,-0.098423,-0.071465,0.33374,0.24811,1.1679,1.5624,2.0052,-0.84118,-1.0848,-1.1716,-1.2031,-1.3586,-1.44,-1.4932,-1.4087,-1.5005,-1.5022,-1.535,-1.2745,-1.0607,-0.69814,-0.76878,-0.45374,-0.014967,0.20354,-0.48898,-0.71357,-1.2501,-0.84402,-0.7538,-0.8005,-0.5914,-0.73201,-0.59227,-0.56954,-0.69905,-0.76702,-0.85701,-0.59501,-0.41561,-0.11408,0.17998,-0.049034
0.37598,0.14276,1.9928,-0.51155,-0.86849,-0.072832,-0.35522,0.66738,0.11311,0.29123,0.060395,-1.1467,-0.16441,-0.069546,0.18483,0.47082,1.048,-0.36635,-0.76192,-0.38113,-0.49614,-0.82447,-0.77951,-0.38837,-0.73005,-0.49292,-1.934,-0.67447,-0.55824,0.20792,0.059219,0.38455,0.14211,0.65246,-0.10273,0.40188,0.47892,0.44917,0.36864,0.30605,-0.67812,0.89387,1.2787,0.1721,0.31513,0.73212,1.1797,1.4102,0.5099,0.70106,0.63017,0.87614,-0.479,-0.64415,-1.6652,-1.9379,-1.937,-1.1577,-0.53548,-0.053243,0.22851,0.57756,0.45968,0.66768,0.41888,0.8713,0.72602,0.59336,0.71462,1.0447,0.24195,-0.71726,-1.2392,-0.24409,0.020053,1.0966,0.49604,0.28793,0.18062,0.073292,0.25164,0.72373,0.91333,1.3075,-0.51315,0.47581,0.29076,-0.47586,-0.89659,-0.55986,-0.77788,-0.41437,-0.17014,0.085707,-0.22088,-0.71911,-0.89211,-1.0377,-0.90095,0.2511,0.64241,0.31515,-0.68804,0.2979,-0.28916,-0.86564,-1.2149,0.017529,0.2594,0.63824,0.75113,0.8795,0.071957,-0.11421,-0.28827,-0.39724,-0.26881,0.33871,0.6594,1.5906,-0.15676,0.016319,0.64207,-0.25482,-0.86462
-0.022285,-0.045851,0.30321,-1.1995,-0.42324,0.94504,1.044,0.087023,-0.85393,-0.46002,0.97465,0.2182,0.62012,1.4173,1.2083,0.78498,1.1926,0.69601,0.20762,1.4456,1.3388,1.1728,0.48613,2.0939,0.69629,0.36831,1.228,0.5426,0.19615,2.0508,-0.12664,-0.32274,-0.25552,-0.21054,0.26326,-0.25439,1.2884,0.23176,-0.43121,0.38603,-0.42858,1.2857,1.1288,-0.12196,-0.29425,2.129,1.8853,2.1394,1.0151,3.0285,1.2063,0.28799,1.4116,0.047736,-0.57547,-1.0674,-0.91808,-0.93459,-0.90483,-1.0469,-0.98515,-0.95741,-0.92003,-0.96981,-0.85724,-0.80349,-0.41398,-0.06633,0.3039,0.21272,0.64394,0.61185,-0.30618,0.53977,0.75604,0.34111,0.60112,0.45215,1.043,1.0054,0.95094,0.64414,1.2669,1.5619,1.836,0.75001,0.14907,-0.39165,-0.2245,1.6649,-0.29862,-0.13585,0.71993,1.1964,1.2483,1.6726,1.7226,1.8296,1.8342,1.9126,1.671,1.618,1.7101,0.85281,0.40016,0.073402,-0.094547,0.84827,1.0445,0.54611,0.22979,-0.13861,0.34057,0.70213,1.1038,1.062,1.3934,1.1285,2.1091,2.0244,2.1971,0.63135,0.24531,0.43813,0.57458
-0.46654,-0.70184,-0.28273,-0.46836,-1.6917,-1.6223,-3.3099,-4.9308,-4.3239,-2.5568,-1,-1.1375,-0.54734,0.29918,1.2195,-0.49979,-1.3053,-1.8985,-1.6315,-1.3348,-0.80739,-1.3669,-1.0781,-1.7314,-1.0123,-0.85233,-0.77383,1.9201,0.64099,0.52051,2.1373,2.2841,2.3627,3.0506,1.8162,0.35276,1.6174,2.0012,1.5733,3.2137,0.97732,0.90706,0.82946,0.82743,1.1954,2.1242,2.9551,2.351,1.6737,0.88074,2.0026,3.083,3.1206,-0.31907,-1.01,-0.48344,-0.15723,-0.10077,-0.35307,-0.24932,-0.23888,-0.33833,-0.37197,-0.49658,-0.4945,-0.62003,-0.614,-0.3271,0.008664,0.14199,0.31858,-1.2177,-0.51872,0.24096,-0.12386,-0.59558,-0.35541,-0.03163,-0.4431,-0.20949,-0.24588,-0.24066,-0.10335,-0.031466,0.45371,0.77113,0.35936,-0.24826,-0.54175,1.077,1.8089,1.2762,0.91924,0.92931,1.0836,1.4261,1.1745,1.3381,1.4865,1.7358,1.3438,1.0444,1.4906,1.3159,0.4328,0.26029,-0.061099,1.5321,1.2058,1.224,1.1811,0.43824,0.64915,0.21403,0.13908,0.33826,0.41863,0.75626,0.34806,0.2783,0.49924,0.53482,0.087486,0.29658,-0.15297
1.3252,1.5503,-0.50431,-0.69652,-0.31409,-0.12621,-0.54835,0.1414,-0.24874,0.33152,0.00036734,-0.24824,-0.74075,-0.061591,-0.44426,-0.24801,0.2468,0.92204,0.47265,0.5579,0.84017,0.91694,0.82828,1.0483,0.46341,0.86845,1.1164,-0.71029,-0.44949,-0.97543,-0.94601,-0.77865,-0.5355,-0.74628,-0.61271,-0.73721,-0.082878,-0.55025,-0.33325,-0.46656,-0.35283,-0.68831,-0.67107,-0.02454,-0.53371,0.027855,-0.3854,0.077656,-0.094364,-0.30652,-0.29354,-0.081824,0.30546,1.0175,0.6033,0.22155,-0.040799,-0.10001,-0.086951,-0.51215,-0.50997,-0.47402,-0.42378,-0.45773,-0.49952,-0.60896,-0.64001,-0.83556,-1.1447,-1.5025,-1.085,0.24156,0.27713,0.077226,0.31588,0.32598,-0.16785,-0.034413,0.26482,0.092676,-0.049746,-0.25352,-0.30457,-0.17171,0.050877,-0.23194,0.34293,1.4959,1.9882,-0.63125,-0.9372,-0.67281,-0.61544,-0.48341,-0.70955,-0.66544,-0.5819,-0.82747,-0.62612,-0.56838,-0.36424,-0.26572,-0.18524,-0.31683,0.50029,1.2421,1.0181,-1.0703,-0.92603,-0.71814,-0.53093,-0.664,-0.61205,-0.31984,-0.13805,-0.42249,-0.53242,-0.071332,0.18926,-0.63156,-0.46756,-0.3957,0.35287,0.60069,0.96226
0.46563,1.1799,-0.71051,-1.3984,0.076959,-0.40133,0.51156,-0.0075993,-0.6199,-0.80224,0.54313,-0.0040675,-0.4877,0.33576,-0.2425,-0.07901,0.33871,0.91482,0.73917,0.49477,0.56172,1.2663,0.63781,0.93167,0.90145,0.6781,0.37963,-0.91739,-0.66191,-0.86726,-0.43147,-0.58491,-0.25619,-0.17175,0.84966,0.39472,0.6003,-0.24329,-0.23777,0.12126,-0.16062,-0.14059,-0.40553,0.26592,-0.18204,0.20698,-0.056543,0.29504,0.55416,0.54793,0.1992,-0.21736,0.70044,1.4144,0.52932,0.031543,-0.61331,-0.74415,-1.1889,-1.1264,-1.1176,-0.93621,-0.87777,-0.8156,-0.95069,-0.95531,-1.2006,-1.0873,-1.1294,-0.57504,-0.048448,0.33402,0.71389,-0.52123,0.6277,-0.1455,0.50318,0.40466,0.44967,0.60448,0.57707,-0.40837,-0.36039,-0.17208,0.30049,0.3592,0.90007,1.1597,-0.11047,-0.52505,-0.86153,-0.77677,-0.40916,-0.58696,-0.18531,-0.50658,-0.68477,-0.50894,-0.61591,-0.61214,-0.93103,-0.59463,-0.31677,-0.23523,-0.023965,0.70529,0.49598,-0.11851,0.080017,0.031067,-0.076293,-0.053446,-0.17244,0.1111,0.11982,0.46864,0.24994,-0.20221,-0.69479,-0.47186,-0.098695,0.25695,0.44034,0.6678,0.61795
