1.2081,0.88709,-0.19547,-0.16308,1.1402,0.9104,0.68409,-0.0070236
-0.64261,-0.40388,-0.54107,-0.53496,-0.39947,-0.35628,-0.21972,-0.34836
-0.43066,-0.106,0.24441,0.87605,0.94123,1.088,-0.16517,0.47988
1.2418,0.28973,-0.15355,-0.33821,1.0898,1.0724,0.23881,0.23812
0.85921,-0.0049552,-0.5744,-0.89144,0.36352,0.39571,0.75659,-0.15292
-0.66736,-0.86499,-0.61495,-0.52428,0.29924,0.38202,-0.41748,-0.56908
-0.39084,-0.04702,0.092726,-0.12954,0.97814,1.1098,-0.029048,0.47547
-0.21993,-0.99279,0.24192,0.17179,-0.59105,0.086806,-0.63179,1.2815
0.63402,0.016992,-0.45098,-0.7804,0.41546,0.35921,0.072273,-0.1726
1.1629,0.29887,-0.13902,-0.48875,1.0178,1.061,0.23552,-0.2101
-0.76378,-0.69651,-0.38055,-0.42441,0.56995,0.29134,0.46419,0.50533
-0.67919,-0.68279,-0.39653,-0.39585,0.98984,1.2395,0.59603,1.3889
-0.66889,0.70031,0.053219,1.4039,0.23685,0.19164,-0.70379,-0.26184
-0.65793,-0.73948,-0.36369,-0.13054,0.72786,0.6559,0.27731,-0.088457
-0.78633,-0.56391,-0.50341,-0.47857,1.1258,1.2321,-0.39464,-0.36991
0.14824,-0.13161,-0.48221,-0.40106,0.033924,0.17709,-0.18502,-0.012622
-0.33681,-0.62015,-0.68633,-0.75332,1.5858,1.6794,0.093316,-0.33869
-1.0954,-1.0076,-0.73058,-0.44901,0.26962,0.31532,-0.1187,0.73911
0.64695,0.066143,0.034108,-0.69668,1.5345,2.0157,0.14986,0.41456
0.74172,-0.20636,-0.24124,-0.62837,1.9063,2.3573,0.58486,1.2431
-0.81359,0.34231,-0.36907,-0.024214,-0.44656,-0.65857,0.11326,-0.62422
0.39144,0.0032749,-0.56861,-1.0989,0.45291,0.58048,-0.444,-0.49953
-0.50742,-0.25026,-0.51987,-0.25922,0.6237,0.81701,0.134,1.0328
0.017145,-0.19905,-0.050848,-0.52875,-0.53812,-0.67391,2.866,1.7212
0.29024,-0.22008,-0.22204,-0.32579,0.90071,0.92138,0.2082,0.00010179
-0.75509,-1.0234,-0.62201,-0.46714,-0.83152,-0.90218,-0.70868,-0.92111
1.756,1.2147,0.425,-0.3797,0.49478,0.49137,-0.59778,-0.65425
0.26641,0.11689,0.10108,-0.68972,0.57985,0.62578,-0.38796,-0.006854
-0.60935,-0.43863,-0.6343,-0.075139,-1.483,-1.3551,-0.81837,-0.75502
0.90846,-0.14464,3.957,2.6719,-1.1913,-0.98842,-0.69701,0.42712
-1.1702,-0.83802,-0.79658,-0.5762,-0.95954,-1.0332,-1.2846,-1.5022
-0.4834,-0.61923,-0.33053,-0.3007,-1.8989,-1.6553,-0.67736,-1.6211
-0.54485,-0.51682,-0.73563,-0.5762,-1.6676,-1.5393,-1.1053,-1.8328
-0.89126,-0.93335,-0.92064,-0.93466,0.39035,0.22021,-0.38955,-0.50462
0.021984,-0.69765,-0.58564,-0.12532,-1.3498,-1.2811,-0.67916,-1.2543
-0.83895,-0.62015,-0.66152,-0.67631,1.2032,1.2605,2.1943,1.4481
-1.2882,-0.774,-0.7003,-0.23835,0.20138,0.081202,-0.55171,-0.27219
-0.38147,-0.21939,-0.57126,-0.27536,-1.5113,-1.6035,-0.86883,-1.7909
-0.1428,-0.23791,-0.28307,-0.077375,-1.7458,-1.3855,-0.65851,-1.3474
0.66814,-0.13321,-0.33061,-0.44777,1.4049,1.4843,0.19095,0.033863
