1.1499,1.4848,-0.23453,-0.43298,1.2081,0.88709,-0.19547,-0.16308
-0.61041,-0.46099,-0.50735,-0.65394,-0.64261,-0.40388,-0.54107,-0.53496
-0.38303,0.27476,-0.11652,0.70474,-0.43066,-0.106,0.24441,0.87605
1.2878,0.35625,-0.28482,-0.56029,1.2418,0.28973,-0.15355,-0.33821
0.75501,0.048886,-0.5441,-0.87916,0.85921,-0.0049552,-0.5744,-0.89144
-0.53089,-0.64068,-0.61512,-0.73671,-0.66736,-0.86499,-0.61495,-0.52428
-0.41048,0.11365,-0.2616,-0.53427,-0.39084,-0.04702,0.092726,-0.12954
1.0193,-0.36385,2.6178,2.0627,-0.21993,-0.99279,0.24192,0.17179
0.44275,0.1102,-0.47802,-0.86152,0.63402,0.016992,-0.45098,-0.7804
1.1344,0.54921,-0.25394,-0.59043,1.1629,0.29887,-0.13902,-0.48875
-0.69359,-0.65157,-0.44865,-0.62542,-0.76378,-0.69651,-0.38055,-0.42441
-0.49933,-0.59954,-0.40203,-0.58705,-0.67919,-0.68279,-0.39653,-0.39585
-0.90254,0.34563,-0.41025,0.30163,-0.66889,0.70031,0.053219,1.4039
-0.54535,-0.49284,-0.21568,-0.051928,-0.65793,-0.73948,-0.36369,-0.13054
-0.84284,-0.71766,-0.59256,-0.77169,-0.78633,-0.56391,-0.50341,-0.47857
0.4443,-0.31076,-0.4533,-0.55574,0.14824,-0.13161,-0.48221,-0.40106
-0.31556,-0.672,-0.56741,-0.77008,-0.33681,-0.62015,-0.68633,-0.75332
-0.96861,-0.96052,-0.7492,-0.82021,-1.0954,-1.0076,-0.73058,-0.44901
0.49973,0.12055,-0.3024,-0.90915,0.64695,0.066143,0.034108,-0.69668
0.86244,-0.21388,-0.3642,-0.74053,0.74172,-0.20636,-0.24124,-0.62837
-1.228,-0.52257,-0.54871,-0.71363,-0.81359,0.34231,-0.36907,-0.024214
0.19633,0.0956,-0.5981,-1.0378,0.39144,0.0032749,-0.56861,-1.0989
-0.66731,-0.37898,-0.61136,-0.25436,-0.50742,-0.25026,-0.51987,-0.25922
-0.0072631,-0.3235,-0.27067,-0.61189,0.017145,-0.19905,-0.050848,-0.52875
0.42767,-0.22822,-0.27547,-0.37329,0.29024,-0.22008,-0.22204,-0.32579
-0.51231,-0.95123,-0.56332,-0.75126,-0.75509,-1.0234,-0.62201,-0.46714
0.93792,1.8023,-0.11323,-0.27333,1.756,1.2147,0.425,-0.3797
0.12489,0.043046,-0.20356,-0.78301,0.26641,0.11689,0.10108,-0.68972
-0.44491,-0.71713,-0.63645,-0.046047,-0.60935,-0.43863,-0.6343,-0.075139
1.7464,-0.27812,3.1645,1.1972,0.90846,-0.14464,3.957,2.6719
-1.1761,-0.86895,-0.62616,-0.50428,-1.1702,-0.83802,-0.79658,-0.5762
-0.38327,-0.92867,-0.51332,-0.72112,-0.4834,-0.61923,-0.33053,-0.3007
-0.51075,-1.0327,-0.62329,-0.89063,-0.54485,-0.51682,-0.73563,-0.5762
-0.80086,-0.94911,-0.62104,-0.76096,-0.89126,-0.93335,-0.92064,-0.93466
0.40442,-0.86974,-0.52714,-0.48605,0.021984,-0.69765,-0.58564,-0.12532
-0.94965,-0.72535,-0.541,-0.72303,-0.83895,-0.62015,-0.66152,-0.67631
-1.385,-1.0011,-0.74441,-0.88225,-1.2882,-0.774,-0.7003,-0.23835
-0.40768,-0.67015,-0.58899,-0.60248,-0.38147,-0.21939,-0.57126,-0.27536
-0.17144,-0.81772,-0.56248,-0.86872,-0.1428,-0.23791,-0.28307,-0.077375
0.61858,-0.07082,-0.40292,-0.65467,0.66814,-0.13321,-0.33061,-0.44777
-0.51176,-0.93928,-0.022572,-0.027965,-0.7315,-0.86819,-0.34097,0.32606
-0.31789,-0.67174,-0.28209,-0.32463,-0.39641,-0.766,-0.33808,-0.42566
0.99925,0.51868,-0.32068,-0.53912,0.94412,0.48542,-0.087786,-0.2704
-0.84027,-0.66882,-0.68152,-0.95252,-0.69842,-0.52367,-0.65172,-0.76673
-1.0442,-1.0752,-0.76067,-0.90944,-1.098,-0.80144,-0.75723,-0.50614
-0.78034,-0.25529,-0.642,-0.92135,-0.51526,-0.22099,-0.75097,-0.77046
-0.28657,-0.88408,-0.70733,-0.67628,-0.49045,-0.92695,-0.71757,-0.33647
-0.91202,-1.1394,-0.67988,-0.78845,-1.0198,-0.91894,-0.86748,-0.53968
-0.29776,-0.85143,-0.66225,-0.93473,-0.53155,-0.81104,-0.82822,-0.84921
-0.77863,-0.72403,-0.70629,0.15565,-0.88116,-0.67067,-0.72608,-0.42193
0.08392,-1.0439,-0.2233,0.083617,-0.28235,-1.0449,-0.49675,0.1862
-0.33134,-0.66404,-0.51981,-0.60263,-0.38931,-0.62175,-0.76117,-0.78636
-0.90852,-1.1107,-0.69619,-1.0435,-1.003,-0.99827,-0.72536,-0.64327
-0.54309,-0.75853,-0.39625,-0.54162,-0.57676,-0.65055,-0.38963,-0.38417
-0.93169,-1.0253,-0.54504,-0.61601,-1.0165,-1.0698,-0.76149,-0.48875
0.057257,-0.098159,-0.37877,-0.80301,0.24521,-0.085655,-0.40031,-0.20109
-0.98781,-0.58017,-0.24008,-0.33875,-0.93059,-0.54425,-0.20454,-0.32679
0.59433,-0.61547,-0.48127,-0.4712,0.26304,-0.62381,-0.71564,-0.30393
-0.57543,-0.67466,-0.16671,0.14007,-0.30404,0.19371,-0.18728,0.31339
-0.14633,-0.41932,-0.31682,-0.31508,-0.22605,-0.32067,-0.18463,-0.10097
0.80002,0.1516,1.6532,2.1506,-0.058081,-0.63227,-0.4248,-0.4587
-1.0405,-0.98228,-0.77881,-0.73773,-1.0788,-1.0625,-0.75049,-0.33026
-0.79449,-0.97007,-0.48742,0.68636,-1.0268,-1.3007,-0.77651,-0.28381
1.3732,0.98636,2.9559,2.702,0.35536,0.58921,0.78048,1.6524
-0.9554,-1.1338,-0.65145,-0.45415,-1.1707,-1.2856,-0.92514,-0.63681
-0.031594,-0.70093,-0.56497,-0.67746,-0.20461,-0.55294,-0.69131,-0.70016
-0.59432,-0.80949,-0.50979,-0.64203,-0.63226,-0.83184,-0.63173,-0.45572
-0.954,-1.18,-0.57855,-0.68878,-1.1486,-1.1953,-0.8389,-0.52155
-0.40861,-0.50664,-0.42793,-0.42725,-0.42992,-0.50653,-0.60868,-0.41771
0.52833,0.081533,2.2752,2.0562,-0.29123,-0.44732,0.87491,0.54466
0.63429,0.07994,0.77657,2.1647,0.097088,-0.57145,-0.29383,0.064223
-0.69071,-1.0332,-0.41171,-0.26186,-0.87172,-0.98113,-0.65614,-0.21202
-0.1227,-0.56318,-0.4409,-0.72053,-0.0522,-0.27997,-0.15781,-0.62514
