-0.11872,-0.3633,-0.57919,-0.14199
-0.58277,-0.36441,-0.61416,0.088065
-0.42115,-0.28771,0.0023257,0.43739
-0.136,-0.41647,-0.65164,-0.15344
-0.28751,-0.5938,-0.92601,-1.1053
-0.60375,-0.51943,-0.63665,-0.085551
1.3228,0.97397,2.2489,1.7274
-0.42754,-0.62039,0.52323,-0.43521
-0.34693,-0.58476,-0.8974,-1.028
-0.17779,-0.52558,-0.77516,-0.65551
-0.69611,-0.60156,-0.83187,-0.68703
-0.62761,-0.49672,-0.71449,-0.16194
0.57026,1.3068,1.173,1.9347
-0.52196,-0.3763,-0.24918,0.28255
-0.64709,-0.41734,-0.66899,-0.05485
-0.42639,-0.60572,-0.8387,-1.1155
-0.60021,-0.64521,-0.89329,-1.0168
-0.52114,-0.26377,0.16021,0.60111
-0.33516,-0.60228,-0.8508,-1.082
-0.31049,-0.59728,-0.7618,-1.0314
0.73187,1.6792,1.2494,1.9565
-0.40789,-0.62976,-0.97056,-1.1522
-0.48559,-0.24555,-0.34287,0.38461
-0.51538,-0.63603,-0.77355,-0.87146
-0.37623,-0.55402,-0.27042,-0.56473
-0.74207,-0.7303,-0.92915,-1.1525
0.12506,-0.22474,-0.49891,-0.40061
-0.45243,-0.52031,-0.80778,-0.97294
-0.74243,-0.70128,-0.93388,-1.0515
-0.29865,-0.66369,0.31963,-0.97625
-0.37371,0.15419,0.27854,1.05
-0.69602,-0.68007,-0.84488,-1.0947
-0.74311,-0.71864,-0.91047,-1.2048
-0.75862,-0.70659,-0.89666,-1.0622
-0.59108,-0.67494,-0.86158,-1.077
-0.10525,0.0055511,1.0063,0.90916
1.1288,0.80548,2.63,1.6533
-0.69247,-0.67342,-0.87081,-1.1176
-0.61188,-0.58504,-0.82268,-0.39682
-0.34952,-0.57874,-0.81546,-0.84124
-0.69916,-0.69187,-0.37815,-0.76742
-0.51498,-0.57044,-0.30418,-0.23006
-0.15622,-0.44912,-0.55365,-0.42089
-0.54221,-0.24507,-0.41573,0.37613
-0.70706,-0.44711,-0.45924,0.19137
-0.47516,-0.059309,-0.64405,0.39153
-0.67909,-0.65685,-0.79207,-0.6232
-0.79694,-0.67743,-0.88782,-0.82428
-0.6589,-0.67473,-0.96897,-1.1581
-0.67739,-0.55446,-0.29387,-0.12444
-0.65341,-0.72221,-0.69892,-0.97881
-0.59522,-0.66916,-0.86905,-1.0915
-0.41151,-0.1698,0.50244,0.73246
-0.59073,-0.46116,-0.52689,-0.058986
-0.73403,-0.5499,-0.77735,-0.29207
-0.47249,-0.45775,-0.77889,-0.36134
1.4956,1.0503,2.5624,1.9631
-0.5059,-0.67127,-0.78997,-0.9817
-0.71781,-0.68236,-0.60113,-0.82723
-0.60256,-0.63098,-0.7278,-0.92973
-0.23564,-0.63956,0.79189,-0.72136
-0.78798,-0.61477,-0.98225,-0.57049
-0.75231,-0.58388,-0.63864,-0.23132
-0.031456,-0.34956,0.98781,0.13578
-0.82973,-0.72738,-0.85027,-0.97083
-0.59147,-0.68783,-0.78583,-1.0418
-0.69307,-0.67246,-0.81524,-0.88325
-0.8317,-0.73426,-0.81765,-0.97571
-0.60254,-0.64413,-0.78247,-0.99719
0.56737,0.1264,1.9236,1.1244
-0.49526,-0.62272,-0.24583,-0.52738
-0.74059,-0.64452,-0.66428,-0.65046
-0.57631,-0.6001,-0.81014,-0.92848
-0.43814,-0.70204,-0.89439,-1.196
-0.1154,-0.45836,0.51897,0.10805
-0.5881,-0.64058,-0.49133,-0.73564
-0.4498,-0.57407,-0.83772,-0.9768
-0.57896,-0.4575,-0.75183,-0.26917
-0.62932,-0.505,-0.81689,-0.43626
-0.59467,-0.64695,-0.91611,-1.034
-0.81865,-0.72172,-0.83681,-1.0934
0.44828,0.87989,1.5622,1.7326
-0.42794,-0.47649,-0.76791,-0.71119
-0.54397,-0.66871,-0.67841,-0.88806
-0.35298,0.51593,-0.30577,1.0795
-0.8063,-0.72688,-0.72249,-0.84299
-0.72182,-0.72718,-0.80997,-1.0377
-0.41233,-0.58115,-0.77492,-0.54853
-0.39186,-0.64199,0.56267,-0.722
0.11268,0.90435,0.79496,1.5249
0.033826,0.2273,0.05581,0.7984
-0.41247,-0.48771,-0.33225,-0.72489
1.3026,1.1545,2.5603,1.9413
0.216,-0.42721,-0.19213,-0.6823
2.8809,1.7841,3.1087,1.9697
-0.70766,-0.67502,-0.98895,-1.0738
2.5165,3.1744,1.0927,0.78871
4.6282,4.117,1.322,-0.21718
-0.14007,-0.16739,-0.58843,-0.18233
-0.086896,-0.55063,-0.55746,-1.1114
2.161,3.8611,0.94978,0.25929
-0.10655,-0.2139,0.073052,0.00032238
0.28737,0.17406,-0.25638,0.40416
-0.4127,-0.61663,-0.77144,-0.99847
-0.37,-0.072461,-0.56414,0.47131
0.96265,0.89763,2.1066,1.654
-0.40975,-0.68517,-0.66143,-0.9081
-0.076864,-0.44733,-0.66955,-0.28464
2.723,3.5762,1.2708,0.80619
0.4354,1.7101,-0.086965,0.95917
-0.30163,-0.54363,-0.79719,-1.0008
0.060079,-0.25128,-0.34891,-0.49159
0.10819,0.13672,0.15052,0.60959
-0.29183,0.083336,-0.54968,0.6326
0.68326,1.5063,1.2917,1.9299
3.7502,3.3365,2.235,1.2079
0.47184,1.3352,1.0699,1.8714
-0.71669,-0.61666,-0.80146,-0.52577
-0.72157,-0.67485,-0.91262,-0.80281
-0.5638,-0.70135,-0.71962,-0.95238
-0.46295,-0.32849,-0.61665,0.083202
0.1596,0.31058,1.0387,1.2908
-0.37531,-0.33874,-0.7716,-0.30844
0.58304,0.30786,1.6537,1.4069
-0.5042,-0.56552,-0.72807,-0.98397
0.10071,-0.44888,-0.4709,-0.83098
-0.40737,-0.35651,-0.79056,-0.38649
-0.37024,-0.35579,-0.72237,-0.22656
0.30893,1.4069,0.39521,1.6886
-0.28012,-0.56097,-0.80145,-1.0398
-0.73251,-0.52408,-0.74272,-0.22421
-0.49152,0.12017,-0.38194,0.76084
-0.5694,-0.28965,-0.31935,0.047378
-0.71987,-0.66163,-0.90155,-1.0836
-0.6089,-0.67551,-0.95196,-1.1272
0.23367,0.75406,0.4245,1.4643
2.816,2.2334,2.7681,2.081
-0.32625,-0.50441,-0.25233,-0.61512
-0.023271,-0.55188,0.47351,-0.58691
1.8684,2.1084,1.7762,1.9159
0.80534,1.2569,1.5091,1.8257
0.50059,1.5896,0.56716,1.68
-0.4317,-0.58389,-0.54926,-0.87362
0.045805,-0.41616,-0.31365,-0.62942
1.2617,2.6638,1.3091,1.492
0.63095,0.87135,1.0887,2.0263
-0.36351,0.11755,0.34963,1.0306
-0.56536,-0.20961,-0.70506,0.19318
0.3824,0.42276,1.789,1.5358
-0.42082,0.0081678,0.21465,0.83163
0.3845,0.14659,1.7708,1.2054
-0.62631,-0.43796,-0.75488,-0.025793
-0.22286,-0.63629,-0.75944,-1.179
0.024543,0.28219,-0.20038,0.39741
-0.49725,-0.45983,-0.17672,0.2338
2.9454,2.8797,1.9463,1.3197
0.018055,-0.54202,-0.66298,-0.97488
0.7164,1.6944,0.89144,1.8082
-0.43359,-0.32711,-0.69335,-0.095139
-0.30393,-0.50607,-0.69574,-0.62502
0.056985,-0.30256,-0.46687,-0.25813
-0.28842,-0.56008,-0.73567,-0.95894
-0.67621,-0.62138,-0.78829,-0.70463
-0.17772,-0.5446,0.41493,-0.61002
-0.48377,-0.50148,-0.22009,-0.18973
1.7268,0.8263,2.831,1.8575
0.15511,0.66509,1.1292,1.3352
-0.31912,-0.62295,-0.82281,-1.0954
0.08174,0.71924,-0.030776,1.3036
-0.43158,-0.35505,-0.49088,-0.029946
0.46974,-0.47956,-0.61584,-0.591
1.4317,1.9597,1.9411,1.8177
3.3624,2.7213,2.6416,1.5076
-0.48182,-0.14965,-0.43879,0.45677
-0.1697,0.038032,0.049197,0.9391
-0.44873,-0.66381,-0.80508,-1.0822
-0.53438,-0.048194,-0.14952,0.73073
-0.50704,-0.35957,-0.4162,0.1622
-0.24114,-0.54206,-0.70604,-1.0148
-0.32715,-0.49643,0.39132,-0.34473
-0.0051035,-0.57999,-0.52918,-0.99328
-0.56105,-0.44092,-0.6219,-0.28779
-0.41561,-0.39462,-0.3529,-0.064991
-0.43189,-0.37377,0.058645,0.24894
-0.63638,-0.59511,-0.81315,-0.64298
-0.29799,-0.62454,1.4093,-0.35781
