0.59219,1.1402,0.9104,0.68409,-0.0070236
-0.079777,-0.39947,-0.35628,-0.21972,-0.34836
0.49326,0.94123,1.088,-0.16517,0.47988
0.19243,1.0898,1.0724,0.23881,0.23812
2.4348,0.36352,0.39571,0.75659,-0.15292
0.37598,0.29924,0.38202,-0.41748,-0.56908
-0.022285,0.97814,1.1098,-0.029048,0.47547
-0.46654,-0.59105,0.086806,-0.63179,1.2815
1.3252,0.41546,0.35921,0.072273,-0.1726
0.46563,1.0178,1.061,0.23552,-0.2101
2.0664,0.56995,0.29134,0.46419,0.50533
2.7001,0.98984,1.2395,0.59603,1.3889
0.10527,0.23685,0.19164,-0.70379,-0.26184
3.7575,0.72786,0.6559,0.27731,-0.088457
0.42845,1.1258,1.2321,-0.39464,-0.36991
-0.41637,0.033924,0.17709,-0.18502,-0.012622
0.42765,1.5858,1.6794,0.093316,-0.33869
1.0863,0.26962,0.31532,-0.1187,0.73911
2.9492,1.5345,2.0157,0.14986,0.41456
1.1788,1.9063,2.3573,0.58486,1.2431
-0.47601,-0.44656,-0.65857,0.11326,-0.62422
1.2578,0.45291,0.58048,-0.444,-0.49953
0.17077,0.6237,0.81701,0.134,1.0328
-1.0405,-0.53812,-0.67391,2.866,1.7212
-0.01669,0.90071,0.92138,0.2082,0.00010179
0.92284,-0.83152,-0.90218,-0.70868,-0.92111
-0.31917,0.49478,0.49137,-0.59778,-0.65425
0.20496,0.57985,0.62578,-0.38796,-0.006854
-0.95879,-1.483,-1.3551,-0.81837,-0.75502
0.11424,-1.1913,-0.98842,-0.69701,0.42712
-1.0469,-0.95954,-1.0332,-1.2846,-1.5022
-0.43389,-1.8989,-1.6553,-0.67736,-1.6211
-0.37513,-1.6676,-1.5393,-1.1053,-1.8328
-0.63254,0.39035,0.22021,-0.38955,-0.50462
-1.1571,-1.3498,-1.2811,-0.67916,-1.2543
-0.058237,1.2032,1.2605,2.1943,1.4481
-0.23773,0.20138,0.081202,-0.55171,-0.27219
-1.1714,-1.5113,-1.6035,-0.86883,-1.7909
-0.23228,-1.7458,-1.3855,-0.65851,-1.3474
1.2345,1.4049,1.4843,0.19095,0.033863
-0.72208,-0.90768,-0.91752,-0.99768,-0.89516
-0.56635,-0.39191,-0.53942,-0.044206,-0.70497
-1.1969,-1.8442,-1.6039,-1.3532,-1.5252
-0.73112,-1.0234,-1.0384,-0.79254,-1.0107
-0.68796,-1.3684,-1.4992,-0.97395,-1.5536
-0.27241,-0.63445,-0.83447,-0.65871,-0.96556
-1.0023,-1.4214,-1.4504,-0.88978,-1.2596
-0.63078,-0.98294,-1.0269,-0.6622,-1.1325
